#name,AF1,AF2,AF3,AF4,AF5,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,PP1,PP2,PP3,F1,F2,F3,F4,F5,F6,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,MSWHIM1,MSWHIM2,MSWHIM3,E1,E2,E3,E4,E5,PD1,PD2,PRIN1,PRIN2,PRIN3,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,SV1,SV2,SV3,SV4,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,SVGER1,SVGER2,SVGER3,SVGER4,SVGER5,SVGER6,SVGER7,SVGER8,SVGER9,SVGER10,SVGER11,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,VSTPV1,VSTPV2,VSTPV3,VSTPV4,VSTPV5,VSTPV6,Z1,Z2,Z3,Z4,Z5
potr.txt_10775,-0.47007467,0.407767482,-0.155823868,0.228131742,-0.071114868,-0.211612903,-0.539354839,0.268709677,0.209677419,0.139677419,-0.037096774,-0.014516129,-0.06516129,0.056451613,-0.042258065,-0.334193548,-0.408064516,0.140645161,0.072677419,-0.289032258,-0.427419355,0.059870968,-0.073612903,0.11616129,0.22516129,-0.520967742,0.453548387,-0.236451613,-0.073548387,0.116451613,0.117419355,-0.113548387,0.046451613,0.067096774,-0.529032258,0.458387097,-0.443548387,-0.028032258,0.137354839,0.003387097,0.011709677,-0.106387097,-0.996129032,-0.189677419,1.374906452,-2.695119355,-0.4903,0.575483871,-2.104193548,0.229354839,0.232580645,0.371935484,-0.140645161,0.471290323,-0.061290323,0.226774194,0.107354839,-0.068967742,0.073870968,-1.044548387,-0.414064516,-0.192322581,0.177,-0.191387097,-0.514612903,0.113806452,-0.066096774,-1.255493548,0.016996774,-0.5634,-0.539406452,0.346706452,-0.099277419,-2.246648387,0.112693548,-0.257283871,-1.196341935,0.650380645,-5.712903226,-0.568387097,-0.031612903,0.441935484,0.775483871,0.125806452,-0.601612903,-0.410322581,-0.277096774,0.013548387,-0.239354839,-0.22,0.022903226,-0.994193548,0.010967742,0.637419355,-0.190967742,0.171612903,-0.27,-0.151612903,-1.238709677,0.45516129,-0.507096774,-0.30483871
potr.txt_151,-0.378786245,0.162851852,0.242495445,0.363442048,0.363459647,-0.283636364,-0.422424242,0.095757576,0.166666667,0.342424242,0.104242424,0.030909091,-0.036363636,0.022727273,-0.061515152,-0.248181818,-0.244545455,0.178181818,-0.088939394,-0.026151515,-0.248212121,0.079242424,-0.261727273,0.556181818,0.051515152,-0.281212121,0.67969697,-0.066969697,-0.410909091,0.136363636,0.372727273,-0.042121212,0.095757576,0.448484848,-0.442121212,0.453030303,-0.263939394,-0.04630303,0.069757576,-0.019363636,-0.006060606,-0.162757576,-0.430606061,-0.116363636,1.263033333,-1.101427273,-1.074730303,1.129393939,-1.111212121,0.177575758,0.242121212,0.760909091,0.194242424,0.368787879,0.028484848,0.228090909,0.067878788,-0.048545455,0.05230303,-0.894757576,-0.262212121,-0.121545455,0.177666667,-0.226090909,-0.406272727,0.236333333,0.100484848,-0.614666667,-0.171887879,-0.748727273,-0.318054545,0.231993939,-0.25960303,-1.634148485,-0.289663636,-0.431054545,-0.281851515,1.006381818,-4.815151515,0.105757576,-0.096666667,0.361515152,0.718787879,0.042424242,-0.361212121,-0.148181818,-0.132121212,0.173333333,0.008787879,-0.117575758,-0.104848485,-0.853333333,0.236060606,0.50030303,-0.346060606,0.122424242,-0.112727273,0.04,-0.879090909,-0.163030303,-0.27,-0.497575758
potr.txt_10261,0.059622246,-0.329444079,-0.284880913,0.570908413,-0.369520744,0.207391304,-0.223913043,-0.270869565,-0.114347826,-0.026521739,0.160434783,-0.034347826,-0.025217391,0.303913043,-0.045652174,-0.049565217,-0.292608696,-0.11,-0.129565217,0.352391304,-0.113434783,0.618,0.305565217,-0.169652174,-0.413043478,-0.175652174,-0.293913043,0.134782609,-0.554782609,-0.412173913,0.131304348,-0.200869565,0.025652174,-0.056086957,-0.281304348,0.370869565,-0.284782609,0.025608696,-0.010086957,-0.131391304,-0.069652174,0.078173913,-0.276086957,-0.044347826,-1.239913043,-0.963508696,0.495726087,-0.753043478,-0.371304348,-1.010869565,0.092608696,-0.646086957,0.326521739,-0.176086957,-0.043478261,0.239043478,0.009304348,-0.024086957,-0.012130435,-0.832130435,-0.287217391,-0.231434783,-0.092565217,-0.085521739,-0.176695652,0.125826087,0.322608696,0.243513043,-1.250117391,-0.24743913,0.32636087,0.003395652,0.32056087,0.156321739,-0.596321739,-0.452726087,0.787586957,0.364865217,-4.378695652,0.303478261,0.039130435,0.124347826,0.631304348,-0.090434783,-0.027391304,-0.120434783,-0.113913043,-0.323913043,-0.328695652,0.186086957,0.013913043,-0.785217391,0.166521739,0.315217391,-0.475217391,0.269565217,-0.223913043,0.16,-0.437826087,-0.383043478,-0.923043478,0.316521739
potr.txt_9601,0.245385387,0.032475795,0.080194067,-0.816180233,0.553253787,-0.188333333,0.688333333,0.218333333,-0.725,0.855,-0.041666667,-0.156666667,0.023333333,-0.146666667,0.088333333,0.325,0.415,0.141666667,-0.108833333,0.168,0.617833333,-0.985166667,-0.427166667,0.933833333,0.115,1.015,0.303333333,0.108333333,-0.888333333,0.843333333,0.54,-0.496666667,-0.506666667,-0.095,0.2,0.626666667,0.081666667,-0.038833333,-0.184,0.172,0.041666667,-0.103333333,1.975,0.583333333,0.887233333,5.9019,-0.833816667,1.625,3.606666667,1.438333333,-0.236666667,0.891666667,0.635,-0.015,0.371666667,0.199166667,-0.118166667,0.119,-0.006333333,-0.058333333,0.227833333,0.0725,-0.294,0.006,-0.008333333,0.8905,0.274833333,4.85865,0.054316667,-0.568833333,-0.0346,-0.333266667,-0.838933333,5.2227,-0.431066667,-0.275916667,5.468933333,0.227083333,0.261666667,0.55,-0.418333333,-0.715,0.018333333,-0.12,0.911666667,0.963333333,0.665,0.781666667,0.716666667,-0.205,-0.106666667,-0.108333333,0.145,-0.038333333,0.096666667,0.736666667,0.295,0.151666667,1.951666667,-0.585,1.616666667,-0.918333333
potr.txt_427,-0.111499277,1.108264358,0.835682276,0.302147697,1.509891496,0.700263158,0.587105263,0.921315789,0.497894737,-0.291315789,0.622368421,0.952368421,0.505789474,-0.040526316,0.339210526,-0.370263158,-0.677894737,0.385526316,-0.218842105,-1.479973684,-0.978657895,0.453631579,-0.827631579,-0.727394737,1.043157895,-1.066842105,-0.153421053,-0.047894737,0.414210526,0.106052632,0.449736842,1.797631579,-0.800263158,0.596578947,0.056842105,0.019473684,-0.705,0.150552632,0.329973684,0.032552632,0.069421053,0.055236842,-2.301842105,0.276052632,-3.291484211,-5.835042105,0.556323684,-3.723157895,-4.960263158,3.203421053,-0.846315789,0.100263158,1.777368421,0.031842105,-0.738157895,0.176763158,0.203842105,0.042263158,0.026710526,-1.282947368,0.106078947,-0.051842105,0.110763158,-0.322473684,-2.144078947,0.269394737,1.663052632,-4.353131579,1.63965,-1.172031579,2.259015789,1.202439474,-0.538065789,-6.812002632,0.391455263,-0.534878947,-4.952813158,1.655868421,-7.271842105,-1.074210526,-0.010263158,-0.031052632,2.115263158,-0.226052632,-0.932894737,-1.579473684,1.633947368,-0.228421053,-0.442368421,1.480789474,-0.827894737,-1.251315789,-0.131842105,0.707631579,-0.921578947,1.234210526,-1.415263158,1.828684211,-1.982631579,0.380263158,0.224210526,-0.262368421
potr.txt_3877,0.014057309,-0.009152849,0.909122029,-1.393855,0.696711934,-0.84,1.682857143,0.59,-1.324285714,0.451428571,0.228571429,-0.197142857,-0.234285714,-0.312857143,0.208571429,0.271428571,0.894285714,-0.052857143,0.251714286,0.054428571,1.625285714,-1.065142857,-0.593428571,0.508,0.277142857,1.862857143,-0.122857143,-0.587142857,-1.314285714,0.538571429,-0.08,-0.397142857,-1.577142857,-0.162857143,0.651428571,0.777142857,-0.05,-0.162571429,-0.236,0.308428571,-0.014428571,0.108142857,3.745714286,0.245714286,6.105942857,8.564957143,1.115828571,4.438571429,5.135714286,2.324285714,-1.13,-0.294285714,0.96,0.164285714,0.512857143,0.191,-0.058142857,0.374714286,-0.012,0.592428571,0.236714286,0.182,-0.858142857,0.042,-0.058571429,1.080285714,0.383285714,8.955314286,0.905685714,1.642328571,-0.0866,0.081857143,-0.892428571,10.54534286,1.3227,-0.377585714,8.325071429,-0.330771429,4.158571429,-0.795714286,-0.381428571,-1.511428571,-0.402857143,0.651428571,1.885714286,1.632857143,0.898571429,0.978571429,0.327142857,-0.35,-0.37,0.421428571,-0.427142857,-0.381428571,0.474285714,0.8,0.031428571,-2.108571429,3.528571429,-0.578571429,3.025714286,-1.184285714
potr.txt_1953,-0.388067254,0.016995587,0.129230895,0.523445315,0.242060424,-0.1735,-0.384,-0.022,0.046,-0.1725,0.3335,0.3035,0.079,0.087,-0.102,-0.5335,-0.323,0.139,0.18195,-0.11005,-0.13775,0.69185,0.00535,-0.12155,-0.0715,-0.4595,0.0875,-0.261,0.119,-0.5495,0.1125,0.2885,-0.0525,-0.2145,-0.4845,0.4645,-0.41,-0.0391,0.1137,-0.0804,-0.09595,0.0424,-0.7725,-0.5525,1.761335,-2.741845,1.25839,0.4905,-2.072,-0.0245,0.6125,-0.4695,0.335,0.1175,0.0425,0.23285,0.13185,-0.0066,-0.06445,-1.0069,-0.31835,-0.1121,0.0798,-0.39,-0.44135,0.0483,0.37655,-1.1439,-0.41001,-0.002885,-0.34999,0.97141,0.169175,-2.432645,0.69754,-0.82604,-1.18955,0.64923,-5.516,-0.4255,-0.262,0.5765,0.7935,0.3295,-0.3905,-0.42,-0.1355,0.141,-0.614,0.2595,-0.224,-0.9715,0.1675,0.5995,-0.182,0.1595,-0.558,-0.8365,-1.103,-0.229,-0.239,0.3625
potr.txt_11631,0.062431946,-0.199734457,0.16964184,0.54112735,0.378020839,0.247,-0.33425,-0.05675,-0.15075,0.065,0.32775,0.172,0.011,0.2215,0.09875,-0.178,-0.367,0.17875,-0.29765,0.0867,-0.247375,0.5943,-0.20035,0.113675,-0.28725,-0.42075,0.15525,0.28475,-0.06,-0.36875,0.253,0.1845,-0.2025,-0.2935,-0.417,0.36525,-0.32025,0.036825,0.032925,-0.119125,-0.094875,-0.015075,-0.748,-0.02925,-1.7091475,-1.674915,0.9276325,-1.06775,-1.0685,-0.4335,0.7415,-0.12925,0.7365,0.24475,0.231,0.223825,0.0673,-0.0737,-0.11305,-0.980075,-0.3202,-0.296325,0.0399,-0.17035,-0.5083,0.194525,0.525475,-2.124225,-0.76642,-0.061595,0.1925475,0.6933275,0.1228625,-3.26592,-0.018795,-0.578215,-2.36884,0.51933,-5.3445,0.122,0.0225,0.50225,0.96275,-0.15825,-0.253,-0.385,-0.07725,0.152,-0.375,0.5085,-0.2985,-0.9405,0.23875,0.558,-0.56725,0.2135,-0.36375,0.41525,-1.0175,-0.813,-0.3775,0.366
potr.txt_10197,-0.027297221,-0.17613008,-0.485259305,0.477138295,-0.011629784,-0.095909091,-0.425909091,-0.372727273,-0.179090909,0.054545455,0.065454545,0.216818182,-0.044090909,0.13,-0.324090909,-0.301363636,-0.123636364,0.250909091,0.082590909,0.225863636,0.157681818,0.6985,0.391272727,0.253636364,-0.219090909,-0.017727273,0.006818182,0.000909091,0.085909091,-0.96,0.176818182,-0.377727273,0.182727273,-0.035454545,-0.53,0.519545455,-0.159545455,-0.02,-0.011954545,-0.067,-0.194545455,0.043727273,-0.014545455,-0.329090909,0.839922727,0.051477273,2.196663636,0.318636364,0.031818182,-0.326818182,1.334090909,-0.796818182,0.031363636,0.079545455,0.239090909,0.239909091,0.084363636,0.020909091,-0.120136364,-0.795772727,-0.266863636,-0.063727273,-0.054227273,-0.394045455,0.137772727,0.133636364,0.130045455,1.008409091,-1.294054545,0.217990909,-0.791095455,1.087954545,0.284990909,0.279722727,0.633377273,-1.003204545,1.551481818,0.354086364,-4.216818182,0.077272727,-0.501818182,0.453181818,0.279090909,0.168181818,0.040454545,0.095,-0.300909091,0.504090909,-0.391818182,0.229545455,0.213636364,-0.768636364,0.287727273,0.386818182,0.068636364,0.070454545,-0.34,-0.815,-0.312272727,-0.754090909,0.094090909,0.585909091
potr.txt_3569,0.782575878,0.061675298,-2.439074717,-0.0118685,-2.096949553,1.035,-0.205,-0.025,0.195,-0.623333333,0.05,-1.043333333,0.378333333,-0.028333333,-0.226666667,0.6,-0.648333333,-0.523333333,-1.3185,-0.109833333,-0.337,0.109833333,-0.239,-0.808833333,0.206666667,-0.128333333,-0.751666667,0.756666667,-0.273333333,-0.305,-1,0.31,0.35,0.675,-0.178333333,-0.521666667,-0.636666667,0.196833333,-0.071833333,-0.047833333,0.063166667,0.049666667,-0.568333333,0.813333333,-6.982,0.244933333,-1.055266667,-4.398333333,0.976666667,-2.291666667,-2.323333333,0.125,-0.625,0.396666667,0.708333333,0.1945,-0.219,-0.207666667,-0.149833333,-0.8775,-0.144,-0.525333333,-0.125666667,0.588666667,0.206666667,-0.079166667,-0.009666667,-2.558216667,-1.066383333,0.788383333,0.341016667,-1.057183333,0.813416667,-1.234633333,-1.705466667,0.880666667,-2.426466667,-0.370433333,-4.51,0.733333333,0.691666667,-0.015,0.745,-0.835,0.41,-0.185,-0.191666667,-1.476666667,0.751666667,0.251666667,0.39,-0.79,0.066666667,0.195,-0.855,0.42,0.061666667,2.603333333,0.328333333,0.615,-1.533333333,0.548333333
