#name,aliphatic_index,freq_A,freq_C,freq_D,freq_E,freq_F,freq_G,freq_H,freq_I,freq_K,freq_L,freq_M,freq_N,freq_P,freq_Q,freq_R,freq_S,freq_T,freq_V,freq_W,freq_Y,freq_S_p,freq_T_p,freq_Y_p,freq_C_m,freq_R_m,freq_R_d,freq_R_s,freq_K_a,aromaticity,average_number_rotatable_bonds,charge,charge_density,energy_based_on_logP,hydrophobic_aa_ratio,instability_index,isoelectric_point,length,n_C,n_H,n_N,n_O,n_S,n_P,molecular_weight,n_h_donors,n_h_acceptors,topological_polar_surface_area
potr.txt_11509,116.6666667,0.194444444,0,0,0,0,0.083333333,0,0.138888889,0.222222222,0.027777778,0.111111111,0.027777778,0.055555556,0,0,0.027777778,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,2.75,7.752109606,0.002090777,2.580555556,0.583333333,0.266666667,10.84532166,36,168,305,45,39,4,0,3707.765,82,122,2623
potr.txt_9351,93.04347826,0.043478261,0,0.043478261,0.043478261,0,0.130434783,0,0.043478261,0.086956522,0.086956522,0,0,0.130434783,0.086956522,0.086956522,0.043478261,0,0.130434783,0,0.043478261,0,0,0,0,0,0,0,0,0.043478261,2.695652174,1.761015834,0.00070219,2.791304348,0.304347826,45.11304348,9.696670532,23,112,187,33,32,0,0,2507.89,58,81,1796.7
potr.txt_6507,48.75,0.0625,0.0625,0.0625,0,0.0625,0.125,0,0,0.25,0.0625,0,0,0,0.0625,0.0625,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0.0625,3.0625,3.747315381,0.002121821,2.83125,0.3125,19.35625,10.03344727,16,76,132,24,22,1,0,1766.085,43,59,1303.5
potr.txt_10387,25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3.5,13.75996162,0.00368667,3.225,0.5,132.3857143,13.11394501,28,168,268,70,29,0,0,3732.355,84,98,2678.2
potr.txt_8223,71.53846154,0.115384615,0,0.038461538,0,0.115384615,0.192307692,0.115384615,0.153846154,0.115384615,0,0,0.038461538,0,0.038461538,0,0.038461538,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0.153846154,2.615384615,2.019747937,0.000711884,2.630769231,0.384615385,15.78076923,9.703399658,26,137,195,37,32,0,0,2837.185,63,89,1969.1
potr.txt_7077,92.22222222,0.111111111,0,0,0,0.055555556,0.111111111,0,0,0,0.166666667,0,0,0,0,0.444444444,0,0,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0.111111111,3.388888889,7.760021615,0.00338019,3.077777778,0.388888889,105.1333333,12.8451004,18,96,176,42,19,0,0,2295.735,53,62,1672.8
potr.txt_761,20.52631579,0,0.105263158,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0,0.052631579,0.052631579,0,0.105263158,0.052631579,0,0.157894737,0.157894737,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,2.947368421,1.830376044,0.000829196,3.052631579,0.210526316,35.53684211,8.955932617,19,91,143,33,30,2,0,2207.41,56,74,1681.5
potr.txt_9847,110.4347826,0.130434783,0,0.043478261,0.043478261,0,0.173913043,0,0.130434783,0.130434783,0.086956522,0,0,0,0.043478261,0,0.130434783,0,0.043478261,0.043478261,0,0,0,0,0,0,0,0,0,0.043478261,2.565217391,0.761035834,0.000326814,2.660869565,0.391304348,-2.286956522,8.497924805,23,99,175,27,32,0,0,2328.65,56,80,1728.7
potr.txt_8399,61.85185185,0.185185185,0.037037037,0.037037037,0,0.074074074,0.111111111,0,0.037037037,0.037037037,0.074074074,0,0.074074074,0.037037037,0,0.148148148,0.037037037,0.037037037,0,0.037037037,0.037037037,0,0,0,0,0,0,0,0,0.148148148,2.592592593,3.749283383,0.001244617,2.818518519,0.407407407,-6.066666667,10.84777832,27,129,208,42,35,1,0,3012.4,71,94,2180.7
potr.txt_11911,227.5,0,0,0,0,0,0,0,0,0.416666667,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.833333333,4.755106609,0.00327718,2.125,0.583333333,-33.28333333,10.60253906,12,72,139,17,13,0,0,1450.975,29,41,889.6
potr.txt_825,206.1111111,0.222222222,0,0,0,0,0,0,0.166666667,0.222222222,0.222222222,0,0,0,0,0.055555556,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,3,4.75609561,0.002424656,2.438888889,0.722222222,-3.438888889,11.33377075,18,94,177,25,19,0,0,1961.555,42,59,1308.1
potr.txt_11389,56.6,0.06,0.16,0.08,0,0.02,0.1,0.02,0.04,0.08,0.06,0,0.06,0.04,0,0.04,0.1,0.04,0.04,0,0.06,0,0,0,0,0,0,0,0,0.08,2.5,1.765537919,0.000330681,2.744,0.38,31.82,8.188545227,50,225,351,65,72,8,0,5339.095,134,186,3889
potr.txt_6585,92.35294118,0.235294118,0.117647059,0,0,0.117647059,0,0,0.117647059,0.176470588,0.058823529,0,0.058823529,0.058823529,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,2.764705882,3.737292631,0.001972863,2.588235294,0.647058824,14.05294118,9.850692749,17,87,144,24,19,2,0,1894.35,42,58,1249.5
potr.txt_3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,4.333333333,1.759082613,0.00356407,3.566666667,0,141.2333333,10.83496094,3,21,35,9,5,0,0,493.56,11,12,339.6
potr.txt_3973,136,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,3.2,-2.235276463,-0.003429864,2.74,0.4,-7.08,3.795013428,5,30,45,5,11,0,0,651.71,13,20,412.2
potr.txt_621,18.57142857,0,0,0.047619048,0.047619048,0.047619048,0.047619048,0.19047619,0,0.095238095,0.047619048,0,0.095238095,0,0,0.142857143,0.095238095,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0.19047619,3.333333333,3.107704585,0.001132162,3.047619048,0.095238095,25.58571429,9.818756104,21,133,174,42,33,0,0,2744.93,63,83,1952.5
potr.txt_2691,156,0.066666667,0,0,0,0.066666667,0.066666667,0,0,0.2,0.333333333,0,0.066666667,0,0,0,0.066666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0.066666667,2.933333333,2.757104611,0.001676011,2.393333333,0.533333333,-17.66666667,10.30207825,15,78,137,19,19,0,0,1645.04,36,51,1110.8
potr.txt_4789,88.18181818,0,0,0,0,0,0,0,0,0.363636364,0.090909091,0,0,0.181818182,0,0,0,0,0.181818182,0,0.181818182,0,0,0,0,0,0,0,0,0.181818182,3.181818182,3.754107608,0.002754864,2.518181818,0.272727273,10.85454545,10.00092316,11,68,111,15,14,0,0,1362.72,28,39,812.9
potr.txt_1007,83.57142857,0.071428571,0,0.071428571,0,0.035714286,0,0.035714286,0.035714286,0.107142857,0.107142857,0.035714286,0.107142857,0,0.035714286,0.071428571,0.071428571,0.071428571,0.071428571,0,0.071428571,0,0,0,0,0,0,0,0,0.107142857,3.071428571,2.84450232,0.000855033,2.725,0.357142857,32.18928571,9.820892334,28,150,237,43,43,1,0,3326.775,76,105,2401.8
potr.txt_10947,77.66666667,0,0.2,0,0.033333333,0.033333333,0.1,0,0.066666667,0.066666667,0.033333333,0,0.1,0.066666667,0,0,0.066666667,0.066666667,0.133333333,0,0.033333333,0,0,0,0,0,0,0,0,0.066666667,2.366666667,0.700509133,0.000222188,2.646666667,0.466666667,35.46,7.769042969,30,133,215,35,41,6,0,3152.775,77,108,2196.3
potr.txt_773,66.4,0.04,0,0,0.04,0,0.08,0,0,0.28,0.16,0.08,0.04,0,0,0.12,0.08,0,0,0.08,0,0,0,0,0,0,0,0,0,0.08,3.6,8.755889069,0.002848583,2.732,0.28,18.364,11.77276611,25,128,240,42,31,2,0,3073.77,69,92,2161.8
potr.txt_11629,0,0,0.210526316,0,0,0,0.210526316,0,0,0,0,0,0,0.052631579,0,0.315789474,0,0,0,0.157894737,0.052631579,0,0,0,0,0,0,0,0,0.210526316,2.894736842,5.719438653,0.002368464,2.952631579,0.210526316,121.6736842,10.66320801,19,88,155,37,21,4,0,2414.83,58,68,1648.6
potr.txt_5449,80,0.090909091,0,0.090909091,0.090909091,0.181818182,0.090909091,0,0.181818182,0.181818182,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,3,-0.237965165,-0.0001897,2.563636364,0.454545455,22.38181818,6.068603516,11,59,91,13,17,0,0,1254.43,27,40,844
potr.txt_12057,111.4285714,0,0,0,0,0.142857143,0,0,0.142857143,0,0.142857143,0,0,0.428571429,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0.285714286,2.142857143,-0.240897387,-0.000284742,2.071428571,0.428571429,77.11428571,5.5234375,7,45,63,7,9,0,0,846.02,15,22,421.4
potr.txt_3029,48.57142857,0,0,0,0,0.142857143,0.142857143,0.071428571,0,0.214285714,0.071428571,0,0,0,0,0.071428571,0,0.071428571,0.071428571,0,0.142857143,0,0,0,0,0,0,0,0,0.285714286,3.142857143,3.842270798,0.002203055,2.65,0.285714286,8.315,10.17160797,14,88,126,22,18,0,0,1744.065,37,50,1118.5
potr.txt_3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.6,3.8,1.760081614,0.001979844,2.34,0,122.56,12.00006104,5,30,59,11,6,0,0,889,17,17,493.3
potr.txt_2231,195.7142857,0.285714286,0,0,0,0,0,0,0.142857143,0.142857143,0.285714286,0,0.071428571,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,2.758093612,0.001829114,2.5,0.714285714,16.97857143,11.16629028,14,70,130,20,16,0,0,1507.885,33,46,1045.6
potr.txt_4063,20,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,-1.237087924,-0.002596524,3.28,0.2,8,3.999664307,5,17,28,6,10,0,0,476.44,13,19,417.2
potr.txt_5347,7.692307692,0.076923077,0,0,0,0.076923077,0.076923077,0,0,0.461538462,0,0,0,0,0,0.230769231,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,4,8.754077608,0.005410431,3.184615385,0.153846154,27.77692308,12.31985474,13,71,132,28,15,0,0,1618,39,49,1193.3
potr.txt_5215,32.5,0,0,0,0.083333333,0.166666667,0,0,0,0.166666667,0.083333333,0,0.083333333,0,0,0.166666667,0.083333333,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.333333333,3.666666667,2.758896072,0.001671162,2.808333333,0.25,29.21666667,9.992965698,12,78,115,21,19,0,0,1650.885,35,46,1082.3
potr.txt_169,31.2,0,0.32,0.04,0,0.08,0.08,0.08,0.08,0.08,0,0.04,0,0.04,0,0.04,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0.08,2.6,1.854354829,0.000662878,2.62,0.52,37.76,8.220001221,25,119,178,34,31,9,0,2797.43,68,94,1874.5
potr.txt_7133,130,0,0,0,0,0,0.166666667,0,0.166666667,0,0.166666667,0,0,0,0,0.333333333,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0.166666667,3.333333333,5.760041615,0.002436736,2.65,0.333333333,122.3444444,12.69892883,18,96,182,36,19,0,0,2363.835,51,60,1575
potr.txt_71,232.3076923,0,0,0,0,0,0.076923077,0,0.076923077,0.076923077,0.461538462,0,0.076923077,0.076923077,0,0,0.076923077,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,2.692307692,0.759102613,0.000545035,2.169230769,0.615384615,-2.076923077,8.75,13,67,121,15,16,0,0,1392.76,29,42,897.9
potr.txt_7221,133.6842105,0.157894737,0.052631579,0,0,0,0.105263158,0.105263158,0,0.105263158,0.263157895,0,0.105263158,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,2.578947368,1.922550999,0.000933984,2.526315789,0.526315789,4.526315789,9.314819336,19,95,153,27,22,1,0,2058.44,46,64,1414.3
potr.txt_6875,81.11111111,0.055555556,0,0,0,0.166666667,0,0,0,0.277777778,0.111111111,0,0,0,0,0.222222222,0.055555556,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0.166666667,3.722222222,8.75506661,0.003793545,2.777777778,0.444444444,44.71111111,12.48658752,18,109,187,35,20,0,0,2307.885,50,64,1548.5
potr.txt_6773,141.1111111,0.111111111,0,0,0,0.166666667,0.055555556,0,0.166666667,0.277777778,0.166666667,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,3.111111111,4.755106609,0.002290883,2.266666667,0.611111111,-27.72222222,10.60253906,18,106,175,23,19,0,0,2075.665,41,59,1255.4
potr.txt_1765,25.78947368,0.052631579,0.157894737,0.026315789,0,0.078947368,0.184210526,0.078947368,0.052631579,0.026315789,0,0,0.026315789,0.026315789,0.078947368,0.078947368,0.026315789,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0.131578947,2.526315789,2.960311997,0.000708089,2.842105263,0.342105263,91.57368421,8.676353455,38,185,260,58,50,6,0,4180.705,102,138,3013.6
potr.txt_173,53.88888889,0,0.222222222,0,0,0.055555556,0.166666667,0,0,0,0.055555556,0,0,0,0,0.333333333,0,0,0.111111111,0,0.055555556,0,0,0,0,0,0,0,0,0.111111111,3,5.719438653,0.002647098,3.038888889,0.444444444,62.13333333,10.66320801,18,88,150,36,20,4,0,2160.645,53,65,1551.9
potr.txt_3225,50,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.758103612,0.004220985,3,0.5,7.5,10.00268555,4,18,36,6,5,0,0,416.515,10,14,305.2
potr.txt_1505,122.0833333,0.125,0.083333333,0,0,0.083333333,0.041666667,0,0.083333333,0.166666667,0.166666667,0.041666667,0.041666667,0.083333333,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0,0,0,0,0.083333333,2.708333333,3.73630363,0.001425888,2.379166667,0.625,5.616666667,9.701263428,24,123,207,29,27,3,0,2620.335,56,81,1685.5
potr.txt_1483,54.16666667,0.027777778,0.166666667,0.027777778,0.055555556,0,0.111111111,0.027777778,0.055555556,0.138888889,0.055555556,0,0.027777778,0.027777778,0,0,0.083333333,0.055555556,0.027777778,0,0.111111111,0,0,0,0,0,0,0,0,0.111111111,2.666666667,1.785620538,0.000450162,2.725,0.333333333,50.97222222,8.287506104,36,173,266,44,53,6,0,3966.615,97,136,2768
potr.txt_8829,113.5135135,0.216216216,0,0,0,0,0.054054054,0.054054054,0.054054054,0.027027027,0.081081081,0,0.081081081,0.108108108,0,0.108108108,0,0.027027027,0.135135135,0,0.054054054,0,0,0,0,0,0,0,0,0.054054054,2.351351351,4.931412988,0.001249221,2.802702703,0.486486486,26.21621622,11.56758118,37,185,293,57,44,0,0,3947.59,91,124,2817.3
potr.txt_6661,57.05882353,0,0.235294118,0,0,0.058823529,0.235294118,0,0,0,0.058823529,0,0,0,0,0.235294118,0,0,0.117647059,0,0.058823529,0,0,0,0,0,0,0,0,0.117647059,2.647058824,3.719458653,0.001952134,2.911764706,0.470588235,-7.182352941,9.374313354,17,78,129,29,19,4,0,1905.33,47,60,1359.2
potr.txt_3175,130,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,1.758103612,0.004536807,2.5,0.333333333,-21.63333333,10.00268555,3,18,37,5,4,0,0,387.52,8,11,241.9
potr.txt_3079,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,0.230769231,0,0.384615385,0,0,0,0.230769231,0,0,0,0,0,0,0,0,0,0.230769231,3.615384615,6.758053613,0.003547069,2.907692308,0,169.7076923,12.60472107,13,75,140,30,14,0,0,1905.25,41,46,1203.8
potr.txt_2059,32.66666667,0.066666667,0,0,0,0.133333333,0.133333333,0,0,0,0.066666667,0.066666667,0,0,0,0.333333333,0.133333333,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0.2,3.2,4.759052614,0.002558424,3.02,0.333333333,16.62,12.17848969,15,81,130,30,19,1,0,1860.15,43,54,1359.2
potr.txt_9691,130,0,0,0,0,0,0.166666667,0.083333333,0.166666667,0.25,0.166666667,0,0,0,0,0.083333333,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.083333333,3.333333333,3.8442688,0.002653425,2.525,0.333333333,11.06666667,11.26391602,12,67,118,20,13,0,0,1448.795,31,41,946.8
potr.txt_6723,121.1764706,0.294117647,0,0.058823529,0.058823529,0,0.117647059,0,0.058823529,0.235294118,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.705882353,1.760036833,0.001037134,2.711764706,0.529411765,-10.56470588,9.52822876,17,76,137,21,22,0,0,1697.02,40,59,1255.5
potr.txt_7323,53.5,0.05,0,0,0.1,0,0.1,0,0.05,0,0,0.05,0.05,0.1,0.05,0.05,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.2,2.6,-1.236285464,-0.000521726,2.685,0.25,56.015,4.53137207,20,99,155,25,31,1,0,2369.605,52,72,1601.6
potr.txt_6395,115.625,0.0625,0,0.0625,0,0,0.125,0,0,0,0.1875,0,0,0,0,0.3125,0,0,0.125,0.0625,0.0625,0,0,0,0,0,0,0,0,0.125,3.125,3.760173375,0.00189303,2.85625,0.375,74.7875,11.829216,16,84,149,31,20,0,0,1986.325,45,56,1410.1
potr.txt_11561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.760071614,0.004728701,3.775,0,275.05,12.30105591,4,23,45,13,5,0,0,583.685,14,15,433.3
potr.txt_3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.285714286,4.428571429,4.760051615,0.004063731,3.314285714,0,335.8857143,12.60205078,7,42,84,22,8,0,0,1171.35,26,26,798.2
potr.txt_2205,83.63636364,0.393939394,0,0.03030303,0.03030303,0,0.090909091,0,0.060606061,0.181818182,0.03030303,0.03030303,0.03030303,0,0,0,0.060606061,0,0.03030303,0.03030303,0,0,0,0,0,0,0,0,0,0.03030303,2.363636364,3.758038831,0.001185254,2.815151515,0.545454545,5.242424242,10.00092316,33,134,238,40,41,1,0,3170.66,78,113,2444.7
potr.txt_9111,97.55555556,0.111111111,0,0.022222222,0.022222222,0.022222222,0.133333333,0,0.088888889,0.088888889,0.066666667,0,0.022222222,0.066666667,0.111111111,0.088888889,0.022222222,0.022222222,0.088888889,0.022222222,0,0,0,0,0,0,0,0,0,0.044444444,2.733333333,5.759996834,0.001186742,2.777777778,0.377777778,28.33111111,11.58039856,45,212,365,67,58,0,0,4853.62,113,155,3557.3
potr.txt_7301,148.9473684,0.105263158,0,0,0,0.052631579,0.105263158,0.052631579,0.157894737,0.052631579,0.157894737,0.052631579,0.052631579,0.052631579,0,0,0.105263158,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,2.473684211,0.846276801,0.000427113,2.421052632,0.578947368,31.59473684,8.756835938,19,95,153,23,23,1,0,1981.39,43,63,1352
potr.txt_8783,14,0.028571429,0.171428571,0,0,0,0.314285714,0.028571429,0,0.028571429,0.028571429,0,0.028571429,0.085714286,0.057142857,0.028571429,0.085714286,0,0,0.028571429,0.085714286,0,0,0,0,0,0,0,0,0.114285714,2.057142857,1.783863858,0.000514249,2.842857143,0.228571429,4.525714286,8.326972961,35,141,208,44,45,6,0,3468.87,90,123,2564.6
potr.txt_3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.285714286,4.428571429,4.760051615,0.004063731,3.314285714,0,335.8857143,12.60205078,7,42,84,22,8,0,0,1171.35,26,26,798.2
potr.txt_7897,76.52173913,0.130434783,0,0,0.043478261,0.086956522,0.173913043,0.043478261,0.043478261,0.173913043,0.086956522,0,0,0,0,0,0.130434783,0.043478261,0.043478261,0,0,0,0,0,0,0,0,0,0,0.086956522,2.565217391,2.84609026,0.001219567,2.734782609,0.391304348,-5.2,10.00140381,23,109,173,29,30,0,0,2333.69,56,80,1707.5
