#name,aliphatic_index,freq_A,freq_C,freq_D,freq_E,freq_F,freq_G,freq_H,freq_I,freq_K,freq_L,freq_M,freq_N,freq_P,freq_Q,freq_R,freq_S,freq_T,freq_V,freq_W,freq_Y,freq_S_p,freq_T_p,freq_Y_p,freq_C_m,freq_R_m,freq_R_d,freq_R_s,freq_K_a,aromaticity,average_number_rotatable_bonds,charge,charge_density,energy_based_on_logP,hydrophobic_aa_ratio,instability_index,isoelectric_point,length,n_C,n_H,n_N,n_O,n_S,n_P,molecular_weight,n_h_donors,n_h_acceptors,topological_polar_surface_area
pote.txt_3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0.571428571,3.857142857,2.760071614,0.002241428,2.428571429,0,172.2285714,12.30105591,7,42,82,16,8,0,0,1231.39,24,24,700.4
pote.txt_11671,48.88888889,0.083333333,0.055555556,0.027777778,0,0.083333333,0.138888889,0,0.027777778,0.138888889,0.055555556,0,0.166666667,0,0.111111111,0.027777778,0.027777778,0,0.027777778,0,0.027777778,0,0,0,0,0,0,0,0,0.111111111,2.888888889,4.735416389,0.001195071,2.825,0.333333333,12.00833333,9.78730011,36,171,270,54,51,2,0,3962.455,94,130,2980.8
pote.txt_7917,126.25,0.125,0.083333333,0,0,0.083333333,0.041666667,0,0.041666667,0.166666667,0.25,0.041666667,0.041666667,0.083333333,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0.083333333,2.75,3.73630363,0.001418299,2.3375,0.625,15.41666667,9.701263428,24,124,209,29,27,3,0,2634.355,56,81,1685.5
pote.txt_6303,156,0,0,0,0.133333333,0,0,0.066666667,0.133333333,0.066666667,0.266666667,0,0.066666667,0,0.066666667,0.133333333,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,3.533333333,0.851877726,0.000457468,2.733333333,0.4,55.03333333,8.752563477,15,85,144,26,23,0,0,1862.16,41,56,1314.7
pote.txt_11001,88,0.175,0,0.025,0.025,0.025,0.125,0.025,0.075,0.125,0.05,0,0.025,0,0.1,0.05,0,0.075,0.075,0.025,0,0,0,0,0,0,0,0,0,0.05,2.725,4.846192021,0.001137103,2.805,0.4,17.1,10.56504822,40,187,316,58,53,0,0,4261.875,101,140,3185.7
pote.txt_4949,8.333333333,0.083333333,0,0,0,0.083333333,0.083333333,0.25,0,0.083333333,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0.166666667,3.333333333,3.019606177,0.001929837,3.1,0.166666667,46.43333333,11.0005188,12,78,101,27,16,0,0,1564.695,35,45,1106.8
pote.txt_7485,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.0625,0,0.4375,0,0,0,0.1875,0.0625,0,0,0,0,0,0,0,0,0.25,3.25,6.759032614,0.003131451,3.14375,0,162.5375,12.39916229,16,82,147,37,18,0,0,2158.435,50,56,1519.4
pote.txt_4097,118.8888889,0,0,0,0.111111111,0,0,0.111111111,0.111111111,0,0.111111111,0,0,0,0.111111111,0.222222222,0.111111111,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,3.444444444,0.850066265,0.000747456,3,0.333333333,69.67777778,9.604492188,9,51,84,18,14,0,0,1137.28,26,34,828.5
pote.txt_6951,195,0,0,0,0,0.055555556,0.055555556,0,0,0.277777778,0.5,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.111111111,3.333333333,4.754107608,0.002219673,2.111111111,0.555555556,-21.22222222,10.30154419,18,109,189,23,20,0,0,2141.805,42,60,1275.7
pote.txt_4901,89.16666667,0,0.083333333,0,0.083333333,0,0,0.083333333,0.083333333,0,0.083333333,0,0,0,0.083333333,0.25,0.166666667,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,3.333333333,1.840155275,0.00124026,3.066666667,0.333333333,118.5416667,10.26074219,12,63,106,24,18,1,0,1483.685,36,46,1104.4
pote.txt_9627,118.2608696,0,0,0.043478261,0,0.043478261,0,0,0.086956522,0.086956522,0.086956522,0,0,0.086956522,0.043478261,0.173913043,0,0.043478261,0.173913043,0.130434783,0,0,0,0,0,0,0,0,0,0.173913043,3.173913043,4.759184374,0.001590318,2.47826087,0.391304348,25.94782609,12.00844574,23,130,230,38,28,0,0,2992.6,62,79,1886.8
pote.txt_5661,90.76923077,0.307692308,0,0,0,0,0,0,0.076923077,0.076923077,0.076923077,0,0,0.230769231,0,0.153846154,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0.076923077,2.384615385,2.759082613,0.00190713,2.707692308,0.461538462,139.9692308,12.00839233,13,63,112,20,14,0,0,1446.72,32,42,952.1
pote.txt_7237,35.78947368,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0,0,0,0.315789474,0,0.210526316,0.052631579,0.105263158,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,2.578947368,4.845237801,0.002189879,2.968421053,0.105263158,13.55789474,12.00844574,19,102,162,34,24,0,0,2212.56,52,67,1513.4
pote.txt_1211,125.2380952,0.047619048,0.095238095,0,0,0.047619048,0.238095238,0,0.095238095,0.095238095,0.142857143,0,0,0,0,0,0.095238095,0.047619048,0.095238095,0,0,0,0,0,0,0,0,0,0,0.047619048,2.285714286,1.738301632,0.000859065,2.528571429,0.523809524,-8.676190476,8.903701782,21,90,155,23,25,2,0,2023.48,49,70,1444.2
pote.txt_2589,137.5,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0.5,0,0,0.25,0.083333333,0,0,0,0,0,0,0,0,0,0.083333333,3.75,5.760041615,0.003459391,3.05,0.416666667,145.2916667,12.69892883,12,69,134,30,13,0,0,1665.045,37,42,1163.6
pote.txt_8955,78.25,0.15,0.15,0.05,0,0.025,0.125,0.05,0.025,0.025,0.1,0,0.025,0.025,0,0.125,0.025,0.025,0.05,0.025,0,0,0,0,0,0,0,0,0,0.05,2.45,3.876236571,0.000910134,2.795,0.5,70.13,8.983009338,40,179,291,61,48,6,0,4258.975,105,141,3105.4
pote.txt_4713,150.9090909,0.090909091,0,0,0,0,0,0,0.090909091,0.181818182,0.272727273,0,0,0,0,0,0,0.090909091,0,0.272727273,0,0,0,0,0,0,0,0,0,0.272727273,3.090909091,1.758103612,0.001206014,1.945454545,0.454545455,34.11818182,10.00268555,11,61,115,13,13,0,0,1457.78,28,36,816
pote.txt_7623,139.5238095,0.095238095,0,0,0,0.095238095,0.142857143,0.142857143,0.238095238,0.047619048,0.095238095,0,0,0,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,2.761904762,3.020605178,0.001281661,2.580952381,0.523809524,44.03333333,12.00839233,21,120,178,34,23,0,0,2356.79,51,70,1591.1
pote.txt_11425,11.14285714,0,0.114285714,0.057142857,0.142857143,0,0,0.028571429,0,0.028571429,0.028571429,0,0,0.057142857,0.285714286,0.228571429,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0.028571429,3.714285714,1.821887673,0.000398406,3.248571429,0.142857143,109.1771429,8.533866882,35,183,296,72,61,4,0,4572.94,110,144,3475
pote.txt_4183,130,0.111111111,0,0,0,0,0.111111111,0,0,0.222222222,0.222222222,0,0,0.111111111,0,0.111111111,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,2.888888889,2.758093612,0.002810825,2.688888889,0.444444444,57.07777778,11.16629028,9,45,84,14,10,0,0,981.24,22,30,672.4
pote.txt_7529,166,0.15,0,0.05,0,0.05,0,0.05,0.2,0.05,0.15,0,0,0.1,0.05,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0.1,2.55,-0.153601439,-6.91E-05,2.33,0.6,12.48,6.742797852,20,111,172,24,26,0,0,2222.635,46,67,1413.7
pote.txt_4161,55.71428571,0,0,0.142857143,0.285714286,0.142857143,0,0,0,0.142857143,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,3.857142857,-1.234165702,-0.001318525,2.914285714,0.285714286,82.65714286,4.679092407,7,41,65,11,14,0,0,936.02,20,29,646.9
pote.txt_7555,39,0,0,0,0,0.05,0.05,0,0,0,0.1,0,0,0.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2.5,5.760041615,0.002443994,2.895,0.15,83.18,12.69892883,20,109,178,38,21,0,0,2356.815,52,66,1514.2
pote.txt_3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0.428571429,4.142857143,3.760061615,0.003129811,2.871428571,0,335.8857143,12.4770813,7,42,83,19,8,0,0,1201.37,25,25,749.3
pote.txt_2345,130,0.222222222,0,0,0,0,0.111111111,0,0.111111111,0,0,0,0,0.111111111,0.111111111,0,0.111111111,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,1.888888889,-0.239898386,-0.000285267,2.688888889,0.555555556,20.85555556,5.5234375,9,37,64,10,12,0,0,840.96,20,29,618.7
pote.txt_9555,134.7619048,0.095238095,0,0,0,0.047619048,0.095238095,0.047619048,0.19047619,0.19047619,0.095238095,0.047619048,0,0.095238095,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0.095238095,2.80952381,3.842280797,0.00164344,2.4,0.523809524,-1.304761905,10.17689514,21,117,189,27,23,1,0,2337.95,48,70,1479.6
pote.txt_8153,121.6,0.28,0,0,0.04,0.04,0.2,0.04,0.04,0.08,0.2,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,2.2,0.848088262,0.000360781,2.684,0.56,-2.816,8.598754883,25,109,176,30,30,0,0,2350.7,56,82,1763.9
pote.txt_3945,156,0,0,0,0,0,0.2,0,0,0.2,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1.759092613,0.003003197,2.68,0.4,12.56,11.00073242,5,26,51,9,6,0,0,585.74,13,17,407.2
pote.txt_11219,22.76595745,0.042553191,0.170212766,0,0.042553191,0.085106383,0.106382979,0.063829787,0,0.021276596,0,0,0.085106383,0,0.021276596,0.14893617,0.085106383,0.063829787,0.063829787,0,0,0,0,0,0,0,0,0,0,0.085106383,2.723404255,5.946968182,0.001125473,3.023404255,0.361702128,62.28085106,9.193321228,47,221,334,80,64,8,0,5283.97,134,176,3979.1
pote.txt_1293,94.84848485,0.121212121,0.060606061,0.03030303,0.03030303,0.060606061,0.03030303,0.03030303,0.03030303,0.121212121,0.181818182,0,0.060606061,0,0.03030303,0,0.121212121,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.060606061,2.727272727,1.827409041,0.000514172,2.624242424,0.454545455,24.64545455,8.822097778,33,159,258,42,48,2,0,3554.08,85,120,2569.2
pote.txt_2869,41.05263158,0,0,0,0,0,0.210526316,0.105263158,0,0.368421053,0.105263158,0,0.157894737,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,3.315789474,6.927456984,0.003188615,2.868421053,0.105263158,15.19473684,10.77845764,19,98,163,33,23,0,0,2172.56,51,69,1586
pote.txt_2785,51.76470588,0.058823529,0,0,0.058823529,0.058823529,0.058823529,0,0,0.294117647,0.117647059,0,0.058823529,0,0.058823529,0.058823529,0.117647059,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0.117647059,3.470588235,4.757907071,0.002322754,2.788235294,0.235294118,36.01176471,10.58277893,17,88,155,27,24,0,0,2048.39,47,63,1450.3
pote.txt_2951,0,0,0,0,0.055555556,0.055555556,0.055555556,0.333333333,0,0.222222222,0,0,0,0,0,0.166666667,0.055555556,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.111111111,3.666666667,6.280932201,0.002610881,3.2,0.055555556,45.88888889,11.12228394,18,124,161,43,23,0,0,2405.675,55,71,1688
pote.txt_10641,122.5,0.25,0,0,0,0.083333333,0,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.166666667,3.166666667,3.75610561,0.002651147,2.341666667,0.583333333,-4.85,10.4777832,12,66,118,16,13,0,0,1416.785,29,40,879.4
pote.txt_6751,11.11111111,0.111111111,0,0.111111111,0.055555556,0,0.166666667,0,0,0.055555556,0,0,0.111111111,0.166666667,0,0,0.111111111,0.055555556,0,0,0.055555556,0,0,0,0,0,0,0,0,0.055555556,2.111111111,-2.236844404,-0.001258935,2.977777778,0.111111111,13.28333333,4.028076172,18,73,109,21,31,0,0,1776.775,46,67,1403.1
pote.txt_10935,156.9565217,0.043478261,0,0,0,0,0.260869565,0,0.086956522,0,0.304347826,0,0.130434783,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,2.217391304,-0.239898386,-0.00011208,2.552173913,0.434782609,15.92173913,5.5234375,23,93,162,26,31,0,0,2140.43,53,76,1665.2
pote.txt_4001,133.75,0.125,0,0,0,0.125,0,0,0,0,0.125,0,0,0.125,0,0.125,0,0,0.25,0,0.125,0,0,0,0,0,0,0,0,0.25,2.5,0.759092613,0.000787306,2.45,0.625,32.825,8.747436523,8,48,73,11,10,0,0,964.165,19,26,577.4
pote.txt_2385,62.5,0.111111111,0,0.027777778,0.111111111,0,0.027777778,0.027777778,0,0.027777778,0.111111111,0,0.027777778,0.111111111,0.027777778,0.111111111,0.083333333,0.027777778,0.027777778,0,0.138888889,0,0,0,0,0,0,0,0,0.138888889,2.777777778,-0.146395594,-3.45E-05,2.897222222,0.25,92.99166667,6.770996094,36,193,287,53,58,0,0,4241.615,98,135,2992.9
pote.txt_7057,167.7777778,0.111111111,0,0,0,0,0.055555556,0,0.055555556,0.222222222,0.222222222,0.055555556,0,0.055555556,0,0,0.055555556,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,2.833333333,3.75610561,0.001968109,2.405555556,0.611111111,6.533333333,10.4777832,18,90,166,22,20,1,0,1908.485,41,60,1275
pote.txt_6141,26,0,0,0,0,0.133333333,0.066666667,0,0.066666667,0.066666667,0,0,0,0.4,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,2.733333333,4.759062614,0.002617487,2.846666667,0.2,58.45333333,12.47900391,15,86,136,28,16,0,0,1818.18,39,50,1150.3
pote.txt_5873,150,0.076923077,0,0,0,0.076923077,0.076923077,0.076923077,0.076923077,0.153846154,0.230769231,0,0.076923077,0,0,0,0,0.076923077,0.076923077,0,0,0,0,0,0,0,0,0,0,0.076923077,2.846153846,1.8452778,0.001269305,2.438461538,0.538461538,3.007692308,10.00279236,13,72,116,18,16,0,0,1453.77,31,44,966.6
pote.txt_4807,177.2727273,0,0,0,0,0.090909091,0,0,0.090909091,0.090909091,0.363636364,0,0,0,0,0.090909091,0.181818182,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.090909091,3.090909091,1.759092613,0.001363025,2.318181818,0.545454545,1.372727273,11.00073242,11,61,107,15,15,0,0,1290.58,28,38,847.9
pote.txt_919,130,0.047619048,0,0,0,0.142857143,0.19047619,0.142857143,0.19047619,0.095238095,0.095238095,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0.142857143,2.714285714,2.019626177,0.000864622,2.376190476,0.571428571,34.78095238,10.00289917,21,123,175,29,22,1,0,2335.85,47,69,1492.7
pote.txt_5315,172.3076923,0,0,0,0,0.153846154,0.153846154,0,0.076923077,0.076923077,0.307692308,0,0,0.076923077,0,0,0.076923077,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0.153846154,2.538461538,0.759102613,0.000540768,2.153846154,0.615384615,-2.076923077,8.75,13,71,114,14,15,0,0,1403.75,28,41,855.2
pote.txt_753,43.61702128,0.021276596,0.170212766,0.021276596,0.021276596,0.063829787,0.063829787,0.021276596,0.042553191,0.14893617,0.063829787,0.021276596,0,0.063829787,0.063829787,0.042553191,0.085106383,0.063829787,0,0,0.021276596,0,0,0,0,0,0,0,0,0.085106383,2.872340426,6.763987097,0.001274937,2.685106383,0.382978723,55.90425532,9.202613831,47,230,369,65,63,9,0,5305.35,127,175,3672.4
pote.txt_10801,37.77777778,0,0.222222222,0,0.055555556,0,0.055555556,0,0,0.055555556,0.055555556,0,0,0,0.055555556,0.277777778,0,0.055555556,0.055555556,0,0.111111111,0,0,0,0,0,0,0,0,0.111111111,3.333333333,4.720261113,0.002057893,3.072222222,0.333333333,65.18888889,9.578643799,18,93,157,35,25,4,0,2293.735,56,70,1634.2
pote.txt_4907,124.5454545,0.181818182,0,0,0,0.090909091,0,0,0.181818182,0,0.090909091,0,0,0,0,0.363636364,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0.181818182,3.363636364,3.759062614,0.002620067,2.863636364,0.545454545,21.88181818,12.00428009,11,66,111,23,13,0,0,1434.72,31,38,975.4
pote.txt_11571,148.9473684,0.052631579,0,0,0,0.052631579,0.052631579,0,0.157894737,0.315789474,0.210526316,0,0,0,0,0.052631579,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0.105263158,3.473684211,6.753098607,0.00298692,2.442105263,0.473684211,15.4,10.75191498,19,110,194,28,22,0,0,2260.89,48,66,1464
pote.txt_7269,25.78947368,0.105263158,0,0.052631579,0,0,0.210526316,0,0,0.210526316,0,0,0,0,0.052631579,0.157894737,0.105263158,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,2.947368421,5.757196371,0.002897082,3.194736842,0.157894737,43.8,11.74435425,19,80,147,33,26,0,0,1987.24,53,70,1642.1
pote.txt_10437,195,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.760031615,0.003551565,2.85,0.5,105.5857143,12.77818298,14,84,163,35,15,0,0,1903.395,42,49,1339.1
pote.txt_11623,15.26315789,0,0.210526316,0,0,0,0.210526316,0,0,0,0,0,0,0.052631579,0,0.263157895,0,0,0.052631579,0.157894737,0.052631579,0,0,0,0,0,0,0,0,0.210526316,2.736842105,4.719448653,0.002001649,2.852631579,0.263157895,87.55789474,9.880706787,19,87,152,34,21,4,0,2357.78,56,67,1583.9
pote.txt_7111,146.1111111,0,0,0.055555556,0,0,0.055555556,0.055555556,0.055555556,0.111111111,0.277777778,0,0.055555556,0,0.055555556,0.111111111,0,0,0.055555556,0.111111111,0,0,0,0,0,0,0,0,0,0.111111111,3.333333333,2.846378562,0.001243658,2.433333333,0.388888889,56.56111111,11.00030518,18,101,176,30,23,0,0,2288.715,48,63,1504.2
pote.txt_1481,120.4761905,0,0.095238095,0,0,0.047619048,0.285714286,0,0.095238095,0.142857143,0.142857143,0.047619048,0,0,0,0,0.047619048,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0.047619048,2.523809524,2.737302631,0.0013156,2.485714286,0.523809524,-5.561904762,9.390174866,21,93,162,24,23,3,0,2080.65,48,70,1454.9
pote.txt_10431,195,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9.750111604,0.004010221,2.25,0.5,-71.155,10.95437622,20,120,232,30,21,0,0,2431.315,50,70,1526
pote.txt_4709,44.54545455,0.090909091,0,0,0,0.181818182,0,0,0,0.545454545,0.090909091,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,4.090909091,6.754097608,0.004750285,2.7,0.363636364,9.627272727,11.43353271,11,69,120,20,12,0,0,1421.83,30,40,917
pote.txt_3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0.714285714,3.571428571,1.760081614,0.001395329,1.985714286,0,90.4,12.00006104,7,42,81,13,8,0,0,1261.41,23,23,651.5
pote.txt_1121,94.375,0.03125,0.1875,0,0.03125,0.0625,0.125,0.03125,0.0625,0,0.125,0,0,0,0,0.25,0,0,0.0625,0,0.03125,0,0,0,0,0,0,0,0,0.09375,2.96875,6.789601324,0.001793044,2.83125,0.53125,28.009375,9.984100342,32,164,270,58,36,6,0,3786.635,89,114,2635.9
pote.txt_589,126.25,0.166666667,0,0.041666667,0.041666667,0,0.041666667,0,0.083333333,0.125,0.166666667,0,0.166666667,0,0.083333333,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0,0,0,0.041666667,2.916666667,0.761035834,0.000285563,2.6375,0.458333333,22.14166667,8.497924805,24,114,199,33,35,0,0,2665.035,60,85,1944.6
pote.txt_8865,31.62162162,0.027027027,0.162162162,0,0.027027027,0.054054054,0.135135135,0.027027027,0.027027027,0.027027027,0.027027027,0,0.108108108,0.054054054,0.054054054,0.027027027,0.135135135,0.027027027,0.027027027,0,0.054054054,0,0,0,0,0,0,0,0,0.108108108,2.405405405,0.787673321,0.000200254,2.821621622,0.324324324,50.4,7.781005859,37,165,243,49,54,6,0,3933.37,99,136,2895.8
pote.txt_7995,73.33333333,0.125,0,0.041666667,0.041666667,0.125,0.125,0,0.041666667,0.166666667,0.083333333,0,0.041666667,0,0,0,0.083333333,0.083333333,0.041666667,0,0,0,0,0,0,0,0,0,0,0.125,2.666666667,1.760036833,0.000695696,2.666666667,0.416666667,-18.32083333,9.52822876,24,116,185,29,34,0,0,2529.895,59,85,1822.5
pote.txt_5189,73.33333333,0.166666667,0.083333333,0,0,0.083333333,0,0,0,0.333333333,0.083333333,0.083333333,0,0,0,0.083333333,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0.083333333,3.416666667,4.74619462,0.003335684,2.658333333,0.583333333,-4.983333333,10.47938538,12,64,115,19,13,2,0,1422.855,31,43,954.6
pote.txt_12027,156,0,0,0,0,0,0,0,0.1,0.5,0.3,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,4,4.754107608,0.003729633,2.35,0.4,-5.7,10.30154419,10,63,115,15,12,0,0,1274.685,26,36,783.3
