#name,AF1,AF2,AF3,AF4,AF5,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,PP1,PP2,PP3,F1,F2,F3,F4,F5,F6,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,MSWHIM1,MSWHIM2,MSWHIM3,E1,E2,E3,E4,E5,PD1,PD2,PRIN1,PRIN2,PRIN3,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,SV1,SV2,SV3,SV4,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,SVGER1,SVGER2,SVGER3,SVGER4,SVGER5,SVGER6,SVGER7,SVGER8,SVGER9,SVGER10,SVGER11,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,VSTPV1,VSTPV2,VSTPV3,VSTPV4,VSTPV5,VSTPV6,Z1,Z2,Z3,Z4,Z5
pote.txt_4847,-0.299429286,-0.7056933,0.141971555,0.780463664,0.515039861,-0.552727273,-0.612727273,-0.720909091,-0.236363636,0.294545455,0.269090909,0.274545455,0.138181818,-0.144545455,-0.011818182,-0.447272727,0.072727273,0.174545455,0.218,0.808545455,0.406,0.806,0.148454545,0.747272727,-0.720909091,0.131818182,0.508181818,-0.087272727,-0.57,-0.623636364,0.432727273,-0.328181818,0.148181818,0.47,-0.632727273,0.591818182,0.053636364,-0.128454545,-0.073727273,-0.149454545,-0.179909091,-0.037818182,0.653636364,-0.61,3.453854545,0.943827273,0.960909091,2.845454545,0.463636364,-1.012727273,1.186363636,-0.211818182,0.516363636,-0.070909091,-0.082727273,0.252454545,0.056363636,-0.009090909,-0.187545455,-0.694909091,-0.138090909,-0.048181818,0.034181818,-0.446727273,0.431909091,0.293090909,0.128545455,0.413309091,-2.000618182,0.479990909,-1.130227273,0.246172727,-0.180945455,-0.505772727,0.033409091,-1.120972727,0.327872727,0.785790909,-3.649090909,0.992727273,-0.638181818,0.891818182,0.149090909,0.383636364,0.175454545,0.397272727,-0.365454545,0.572727273,-0.444545455,0.301818182,-0.119090909,-0.666363636,0.717272727,0.487272727,0.072727273,-0.207272727,0.184545455,-1.422727273,-0.419090909,-1.694545455,0.290909091,0.31
pote.txt_9417,-0.170440275,-0.000913526,-0.390552219,0.516146295,0.106569072,0.022432432,-0.337837838,0.037567568,0.021081081,0.11972973,0.316216216,0.207567568,0.114594595,0.190810811,-0.133513514,-0.311621622,-0.326756757,0.229459459,-0.13972973,-0.012027027,-0.257945946,0.592621622,-0.201810811,0.141621622,-0.106486486,-0.418918919,0.111621622,0.033243243,-0.052432432,-0.530810811,0.245405405,0.182972973,-0.062702703,0.106756757,-0.457567568,0.35027027,-0.313243243,0.009054054,0.069702703,-0.093351351,-0.082459459,-0.022027027,-0.784594595,-0.184594595,-0.264294595,-1.864094595,0.473232432,-0.332702703,-1.422972973,-0.030540541,0.605135135,-0.042702703,0.596216216,0.108918919,0.222432432,0.22827027,0.086,-0.033243243,-0.055864865,-0.993972973,-0.233486486,-0.142567568,0.11,-0.309837838,-0.519243243,0.175756757,0.524243243,-0.695186486,-0.592416216,-0.562405405,-0.060881081,0.85932973,0.024659459,-2.124286486,0.056959459,-0.919435135,-0.246002703,0.921435135,-5.428918919,0.017297297,-0.196486486,0.464324324,0.932162162,0.005675676,-0.340810811,-0.377297297,0.000810811,0.194594595,-0.25,0.332702703,-0.279189189,-0.952162162,0.262702703,0.557297297,-0.378108108,0.297837838,-0.461621622,0.118648649,-0.958378378,-0.336216216,-0.23972973,0.185675676
pote.txt_12081,0.931795056,-0.597250473,-0.557928956,-0.092263567,0.498194652,0.521111111,-0.007777778,-0.825555556,-0.417777778,0.556666667,0.034444444,0.165555556,0.118888889,0.023333333,-0.292222222,0.294444444,0.016666667,0.501111111,-0.631666667,0.662,0.307,0.401222222,0.020888889,0.675222222,-0.517777778,0.54,-0.204444444,0.853333333,1.034444444,-1.177777778,0.74,-0.24,-0.044444444,0.462222222,-0.321111111,0.39,0.177777778,0.094777778,-0.224444444,-0.082111111,-0.206444444,0.016,0.758888889,0.621111111,-3.5604,4.342233333,2.216933333,-1.912222222,3.04,0.05,1.943333333,-0.832222222,0.96,-0.12,0.131111111,0.232666667,-0.067111111,0.033666667,-0.279,-0.562111111,0.117333333,0.160777778,-0.176111111,-0.244333333,0.872444444,0.394111111,0.323777778,1.646766667,-1.209366667,-0.373955556,-0.620022222,1.025755556,0.484511111,0.827366667,0.121366667,-0.953077778,2.106466667,-1.322722222,-2.857777778,1.407777778,-1.015555556,0.305555556,-0.098888889,-0.502222222,0.39,0.53,0.305555556,1.026666667,0.256666667,1.004444444,-0.038888889,-0.546666667,0.75,0.206666667,0.371111111,0.483333333,-0.003333333,0.79,0.477777778,-1.845555556,0.952222222,0.442222222
pote.txt_9371,0.064221697,0.222091029,0.961796707,0.410152864,0.936203165,0.045714286,-0.084285714,-0.062142857,-0.037857143,0.015714286,0.180714286,0.352142857,-0.202142857,-1.98E-18,-0.075714286,-0.179285714,-0.239285714,0.215,-0.025357143,-0.332714286,-0.038785714,0.424571429,0.040214286,0.033214286,0.302857143,-0.154285714,0.111428571,0.017857143,0.062142857,-0.411428571,0.482857143,0.103571429,-0.222142857,0.252142857,-0.269285714,0.455714286,-0.322857143,0.026214286,0.068357143,0.014214286,-0.097571429,0.006428571,-0.321428571,-0.167142857,-0.607535714,-0.859421429,1.22345,-0.647857143,-0.793571429,0.770714286,0.417142857,-0.273571429,0.214285714,0.179285714,0.22,0.217071429,0.079857143,0.000642857,0.012928571,-0.827928571,-0.092357143,-0.022642857,0.016214286,-0.224714286,-0.530142857,-0.030357143,0.319,-1.239857143,-0.102257143,0.062621429,0.038214286,0.466528571,0.115914286,-1.942778571,0.21815,-0.299014286,-1.305714286,0.73215,-4.502857143,-0.095714286,-0.199285714,0.271428571,0.684285714,0.043571429,-0.028571429,-0.225,0.299285714,0.228571429,-0.27,0.260714286,-0.115714286,-0.81,0.235714286,0.359285714,-0.36,0.08,-0.427142857,-0.246428571,-0.532857143,-0.405714286,-0.077857143,0.089285714
pote.txt_6249,-0.124526264,-0.240188926,0.38101708,0.433362267,0.571284556,-0.226666667,-0.166,-0.113333333,-0.177333333,0.055333333,0.416666667,0.208666667,0.003333333,-0.068666667,-0.165333333,-0.335333333,-0.141333333,0.166,0.200666667,0.131733333,0.168133333,0.783466667,-0.129733333,0.001266667,-0.204,-0.065333333,-0.085333333,-0.148,0.019333333,-0.912666667,0.616,0.176666667,-0.142666667,0.106666667,-0.362,0.431333333,-0.238,-0.036666667,0.024,-0.082666667,-0.1468,0.080333333,-0.066666667,-0.321333333,1.61646,-0.553426667,1.58296,0.690666667,-0.664,0.14,0.597333333,-0.741333333,0.820666667,0.180666667,0.116666667,0.2346,0.092733333,0.0298,-0.129066667,-0.797066667,-0.236,-0.034866667,-0.053666667,-0.353466667,-0.0588,0.100066667,0.4156,-0.806613333,-0.516833333,0.724286667,-0.45642,0.975666667,0.271893333,-1.788093333,0.829413333,-0.870713333,-1.408766667,0.021853333,-4.282666667,0.016,-0.348,0.522,0.593333333,0.309333333,0.015333333,-0.062666667,0.084,0.363333333,-0.490666667,0.468666667,-0.456,-0.786,0.324,0.453333333,-0.140666667,0.133333333,-0.424666667,-0.972,-0.625333333,-0.816666667,0.022666667,0.272666667
pote.txt_3887,0.318755553,-0.018268073,1.027719343,-1.0270203,1.136858381,-0.47,1.384285714,0.3,-1.181428571,0.617142857,0.222857143,-0.025714286,-0.151428571,-0.294285714,0.062857143,0.377142857,0.841428571,0.155714286,-0.044428571,0.119142857,1.403428571,-0.917714286,-0.485142857,0.952,0.265714286,1.744285714,0.175714286,-0.095714286,-1.391428571,0.522857143,0.12,-0.395714286,-1.215714286,0.055714286,0.477142857,0.675714286,0.16,-0.095857143,-0.261,0.268142857,-0.063142857,0.013714286,3.478571429,0.458571429,3.199414286,8.887985714,1.049342857,2.992857143,5.428571429,2.101428571,-0.49,0.098571429,0.92,0.131428571,0.474285714,0.195,-0.081714286,0.315571429,-0.043,0.462142857,0.335571429,0.143,-0.705714286,-0.017,0.013142857,1.115428571,0.477428571,8.511771429,-0.037871429,0.827042857,-0.0209,0.166185714,-0.946642857,9.648514286,0.4425,-0.649228571,8.872557143,0.427242857,3.372857143,0.141428571,-0.537142857,-1.287142857,-0.334285714,0.227142857,1.798571429,1.554285714,0.972857143,1.092857143,0.555714286,-0.02,-0.13,0.327142857,-0.075714286,-0.377142857,0.301428571,0.81,0.127142857,-0.982857143,3.322857143,-1.162857143,2.818571429,-0.981428571
pote.txt_11671,0.198895416,0.128856764,0.044545797,0.179930575,0.369020786,0.373333333,-0.038055556,0.022222222,0.108611111,0.1675,0.328888889,0.138611111,0.096388889,0.014166667,-0.130277778,-0.030833333,-0.332777778,0.143888889,-0.313305556,-0.205416667,-0.239055556,0.241638889,-0.323638889,-0.011833333,0.136944444,-0.234166667,-0.048055556,0.248055556,0.171111111,-0.261111111,0.467777778,0.461944444,0.135277778,-0.341666667,-0.183888889,0.318611111,-0.322222222,0.071527778,0.035944444,-0.031361111,-0.022666667,-0.012583333,-0.591111111,0.151388889,-2.312405556,-0.729788889,-0.069908333,-1.583333333,-0.560833333,0.359722222,0.271388889,0.182777778,0.558611111,0.180277778,0.005833333,0.220611111,-0.012916667,-0.040333333,-0.041361111,-0.904222222,-0.086777778,-0.102638889,0.051,-0.109111111,-0.377416667,0.106111111,0.518944444,-1.357405556,-0.225833333,-0.378569444,0.327938889,0.403602778,-0.013205556,-2.087152778,-0.257225,-0.392652778,-1.0468,0.324869444,-4.859444444,0.275555556,-0.041666667,0.183333333,0.890277778,-0.255277778,-0.1825,-0.318333333,0.355277778,0.096111111,0.063611111,0.420555556,-0.425833333,-0.859166667,0.239722222,0.3875,-0.517222222,0.47,-0.35,0.806944444,-0.299444444,-0.108611111,-0.341666667,0.288611111
pote.txt_7917,-0.260639655,-0.3093565,-0.0457998,0.432425788,0.189660372,-0.29875,-0.4875,-0.145833333,-0.098333333,0.145416667,0.020833333,0.18625,0.011666667,0.005,-0.215833333,-0.488333333,-0.19625,0.132916667,0.296291667,0.264375,-0.023791667,0.560125,0.296791667,-0.011333333,-0.317083333,-0.205,-0.215,-0.30375,0.10375,-0.7,0.651666667,-0.243333333,0.285,0.19625,-0.487083333,0.48,-0.237916667,-0.051375,0.029375,-0.094083333,-0.093125,0.07725,-0.3425,-0.50625,2.2235375,-1.160575,1.191229167,1.18875,-0.998333333,-0.085833333,0.787083333,-0.641666667,0.195833333,-0.250416667,0.147916667,0.237541667,0.110833333,-0.006791667,-0.089708333,-0.899458333,-0.28125,0.016333333,0.079125,-0.436625,-0.014416667,0.090375,0.093833333,-1.5871375,-0.106358333,0.3276125,-0.873583333,0.6977375,0.199383333,-2.537370833,0.978391667,-0.484683333,-2.0676625,0.032670833,-4.893333333,-0.208333333,-0.46375,0.653333333,0.445416667,0.355,-0.22,-0.079583333,-0.20375,0.325416667,-0.41,0.114583333,-0.035833333,-0.87125,0.307083333,0.54,0.02375,-0.10375,-0.328333333,-1.115416667,-0.695416667,-0.198333333,0.072083333,0.322916667
pote.txt_6303,0.203393239,-0.465705507,-0.226906153,0.346929013,0.007247978,0.114666667,-0.218666667,-0.68,-0.036666667,0.194,0.184,-0.007333333,0.064,-0.087333333,0.029333333,0.085333333,-0.1,0.017333333,-0.089933333,0.582933333,0.23,0.500666667,0.118933333,0.279866667,-0.49,0.202,0.116,0.296666667,-0.338666667,-0.433333333,0.150666667,-0.152,0.242,-0.018666667,-0.318,0.457333333,-0.090666667,-0.008066667,-0.099466667,-0.105533333,-0.109866667,0.005133333,0.487333333,0.105333333,-0.405506667,1.416233333,0.479773333,0.146666667,1.14,-1.069333333,0.634666667,-0.358,0.427333333,0.148666667,-0.562,0.2478,-0.0546,-0.011466667,-0.128066667,-0.658133333,-0.1592,-0.181133333,-0.188266667,-0.031666667,0.553266667,0.239933333,0.098133333,0.807693333,-2.020533333,0.573093333,-0.299586667,-0.177626667,0.02456,1.043693333,-0.637846667,-0.566226667,0.89292,-0.236673333,-3.352,0.982666667,-0.208,0.298666667,0.188,-0.102666667,0.227333333,0.302,-0.140666667,0.108666667,-0.174,0.458,-0.090666667,-0.618,0.391333333,0.285333333,-0.126,0.311333333,0.21,0.020666667,0.05,-1.205333333,-0.343333333,0.425333333
pote.txt_11001,0.053033733,-0.231960306,0.089317745,0.488756,0.342633679,0.22325,-0.2475,-0.06425,-0.13125,0.072,0.2875,0.192,0.02075,0.263,0.0895,-0.1795,-0.34225,0.1775,-0.2861,0.115625,-0.2241,0.55005,-0.18165,0.121975,-0.313,-0.3775,0.0975,0.255,-0.00525,-0.37375,0.2465,0.18025,-0.1755,-0.176,-0.35775,0.3775,-0.3255,0.031625,0.0252,-0.117025,-0.086,-0.00635,-0.6675,-0.024,-1.5224,-1.484685,0.87564,-0.937,-0.97,-0.3225,0.7075,-0.13475,0.7365,0.102,0.259,0.22175,0.067175,-0.051375,-0.106225,-0.94435,-0.2839,-0.24235,0.01625,-0.19245,-0.5186,0.222775,0.55565,-1.825575,-0.5058425,-0.1569425,0.30257,0.7416575,0.120935,-2.94051,0.0925,-0.5537975,-2.0213,0.4508475,-5.13575,0.05625,-0.01825,0.39575,0.9285,-0.138,-0.2405,-0.35,-0.04875,0.17725,-0.317,0.48425,-0.264,-0.91175,0.20525,0.51925,-0.53875,0.2435,-0.3985,0.3925,-0.9175,-0.76325,-0.21675,0.306
