#name,AASI_lag0,AASI_lag1,AASI_lag2,eisenberg_lag0,eisenberg_lag1,eisenberg_lag2,Ez_lag0,Ez_lag1,Ez_lag2,Ez_lag3,Ez_lag4,Ez_lag5,Ez_lag6,Ez_lag7,Ez_lag8,flexibility_lag0,flexibility_lag1,flexibility_lag2,grantham_lag0,grantham_lag1,grantham_lag2,grantham_lag3,grantham_lag4,grantham_lag5,grantham_lag6,grantham_lag7,grantham_lag8,ISAECI_lag0,ISAECI_lag1,ISAECI_lag2,ISAECI_lag3,ISAECI_lag4,ISAECI_lag5,levitt_alpha_lag0,levitt_alpha_lag1,levitt_alpha_lag2,MSS_lag0,MSS_lag1,MSS_lag2,MSW_lag0,MSW_lag1,MSW_lag2,MSW_lag3,MSW_lag4,MSW_lag5,MSW_lag6,MSW_lag7,MSW_lag8,TM_tend_lag0,TM_tend_lag1,TM_tend_lag2,z3_lag0,z3_lag1,z3_lag2,z3_lag3,z3_lag4,z3_lag5,z3_lag6,z3_lag7,z3_lag8
pote.txt_4847,3.852236364,3.71737,3.7296,2.504909091,-1.16932,-0.967555556,0.867536364,202.6143,52.16894545,-0.3872,175.17752,45.82906,-0.341433333,183.3814667,48.49517778,0.340214727,0.2466472,0.217941333,0.115227273,53.34,11525,0,48.052,10653.7,0,43.88777778,11627.33333,14745.92278,0.794490909,11612.54759,0.09049,12520.09319,0.140355556,1.374436364,1.28175,1.266033333,384.6889566,372.7105789,387.1712694,0.471509091,0.4223,0.362554545,0.35412,0.29594,-0.15732,0.392622222,0.324455556,-0.059111111,3.743745455,-1.37369,-1.398144444,11.66020909,3.2349,3.840327273,-0.92779,-1.68913,2.09819,-0.990833333,-0.325188889,2.020566667
pote.txt_9417,4.75132973,4.557408333,4.564414286,1.232116216,-0.186552778,-0.532577143,0.7915,187.8411946,38.41946216,0.022580556,177.8510806,33.12693333,-0.22646,175.9914143,32.09015714,0.438828514,0.315582167,0.340676171,0.859013514,72.29540541,7465.810811,0.222975,65.17416667,4822.888889,0.222157143,65.27171429,5407.342857,10346.72368,0.369891892,5873.120439,0.107072222,6954.717151,0.070957143,1.104086486,1.043275,1.065442857,340.0077962,286.1184399,294.807278,0.436262162,0.321205405,0.41422973,0.181391667,0.087905556,0.0119,0.195262857,0.151131429,0.084582857,3.540535135,-0.229922222,-1.272054286,8.933108108,6.178154054,3.459432432,-2.261872222,0.283247222,-0.842783333,-2.313385714,-0.365865714,0.121625714
pote.txt_12081,5.594411111,5.160675,5.566457143,1.616944444,-0.023125,0.525,1.847088889,164.2478778,20.49841111,0.50495,159.825,12.074925,1.126428571,145.8266857,8.816814286,0.367889,0.246441,0.299180571,0.185888889,100.5422222,12432,0.075075,88.4975,12529,0.127757143,102.83,12529,12046.78759,0.3838,11179.97539,0.180675,10379.16489,0.279385714,1.560644444,1.559375,1.541014286,392.049292,390.9360855,391.3459974,0.354588889,0.279744444,0.283288889,0.0717,0.1266,-0.057,0.037885714,0.045028571,-0.084,7.993555556,1.45845,3.954285714,9.555633333,1.707866667,5.972277778,-1.876625,0.497525,2.88715,1.744571429,0.960814286,3.211771429
pote.txt_9371,4.431707143,3.954892308,3.888383333,0.924128571,-0.173969231,-0.068983333,0.569571429,202.9262143,37.13998571,0.107461538,195.0391615,34.97547692,-0.03975,198.8746833,33.87555,0.431596286,0.350977538,0.359791667,0.331128571,69.24428571,8200.660714,0.149046154,63.53923077,6105.461538,0.210391667,65.86666667,6048.375,10042.93599,0.50235,6724.992092,0.244846154,8243.437692,0.2736,0.980621429,0.878776923,0.83755,368.6160439,302.024435,327.0477908,0.384135714,0.371571429,0.389571429,0.038623077,0.130015385,0.056607692,-0.058775,0.210441667,-0.043116667,2.340064286,0.161423077,0.156858333,6.074057143,6.6688,2.397778571,-2.356184615,-0.128776923,-0.275423077,0.993133333,-2.537366667,0.17765
pote.txt_6249,4.395906667,4.255228571,4.172084615,1.140146667,0.029928571,-0.327407692,0.83052,209.68942,46.37936667,0.014664286,202.33945,39.1874,-0.284592308,206.1362462,37.55636154,0.342702867,0.238928571,0.219591846,0.247453333,66.56533333,10549.86667,0.066235714,58.94,7690.857143,0.158515385,57.52615385,8062.461538,15070.76829,0.290146667,11210.62161,0.095064286,12027.78972,0.0839,1.20922,1.104628571,1.215130769,368.04853,306.8885584,307.3858258,0.4305,0.361593333,0.2879,-0.016414286,0.206757143,-0.014992857,0.158453846,0.207307692,0.095638462,4.15,-0.03415,-1.496584615,12.13794667,6.331033333,2.550666667,1.520228571,-0.487292857,-0.375735714,-1.023823077,-2.620230769,1.025184615
pote.txt_3887,3.849185714,3.85135,3.82162,3.053485714,0.247866667,0.16622,1.4425,114.9424,39.0096,-0.0175,114.1856,37.7784,-0.1655,109.87822,34.96608,0.394335429,0.173666667,0.2080472,0.190728571,63.91285714,23104,0.1183,56.445,22736,0.13858,61.902,21503.2,19544.83766,1.890557143,15913.197,1.777416667,12676.17528,1.89962,0.955028571,0.9555,0.95058,547.598468,538.6562518,509.1257009,0.592171429,0.580042857,0.5548,0.2314,0.464583333,0.0053,0.07768,0.36542,-0.03782,4.168328571,-0.084933333,-0.5701,16.4476,10.33445714,5.4844,2.063233333,10.09823333,0.7511,-2.03662,9.45338,0.75682
pote.txt_11671,5.354511111,5.068148571,5.148141176,1.03705,0.004417143,-0.209773529,0.936763889,178.6785556,33.71175,0.222294286,171.1905343,29.38450857,-0.002514706,168.2437794,27.78496471,0.456085722,0.330176171,0.358536765,1.015905556,87.29055556,7266.722222,0.509857143,80.10657143,5687.542857,0.399955882,78.67352941,5072.235294,8219.703472,0.687872222,4825.44088,0.359428571,4234.798106,0.345405882,1.102175,1.062768571,1.058,362.4402574,322.4558313,303.7050738,0.306277778,0.314363889,0.350811111,-0.028545714,0.07444,0.097191429,0.040485294,0.028347059,0.083794118,3.67105,0.344051429,-0.590511765,8.595394444,5.840813889,3.230544444,-0.056034286,0.322251429,0.344028571,-2.045002941,-1.231464706,0.383997059
pote.txt_7917,3.661708333,3.316365217,3.37795,0.987545833,0.170878261,-0.169963636,0.807475,228.869925,41.54747917,0.195708696,219.3484304,34.92833913,-0.292572727,215.5769909,32.42287727,0.273129708,0.201627435,0.174385091,0.778558333,60.13666667,8611.479167,0.099430435,55.07434783,6911.086957,0.06255,52.90363636,6355.931818,14804.96489,0.1551125,12565.94293,0.062056522,11845.9938,0.063159091,1.307354167,1.215904348,1.205936364,382.924928,358.4288315,354.197482,0.4204625,0.351325,0.241620833,0.219891304,0.248821739,0.063586957,0.255036364,0.19525,0.016622727,3.706908333,0.398043478,-1.556381818,9.671370833,2.841775,3.903095833,1.678421739,0.43193913,-0.654734783,-1.958063636,0.478154545,-0.702686364
pote.txt_6303,5.3598,4.862371429,4.7282,1.7419,0.003214286,-0.650461538,1.068993333,197.1236867,46.51227333,0.345307143,187.3885143,42.92642143,-0.271153846,193.1274615,40.47576923,0.453338067,0.335387929,0.324811923,0.504033333,82.56666667,10214.53333,0.21275,71.035,9715.214286,0.103838462,61.09153846,9293.153846,11125.61613,0.911626667,8735.527579,0.501021429,7091.861531,0.310530769,1.38192,1.288485714,1.299507692,413.7101749,411.5117179,416.1969929,0.384926667,0.384586667,0.314973333,0.270371429,0.299542857,-0.0212,0.110938462,0.243469231,0.034892308,4.758486667,1.164771429,-2.100630769,11.86995333,2.196626667,2.870813333,1.745321429,0.483728571,0.387221429,-6.1793,-0.243361538,1.081246154
pote.txt_11001,5.5094875,5.245974359,5.2456,1.16606,-0.033320513,-0.357026316,0.83187,158.9046175,33.6481725,0.110005128,152.2447154,27.18762051,-0.1837,152.0518974,26.20736316,0.428749025,0.322512821,0.304353789,0.34203,80.972,7491.15,0.131733333,74.86410256,5743.846154,0.146836842,74.24684211,5597.526316,8400.895218,0.5488725,5835.908308,0.261384615,5675.651313,0.190231579,1.18397,1.148682051,1.121281579,339.2772633,293.7107698,298.4982848,0.3982325,0.382925,0.38978,0.124092308,0.130430769,0.126387179,0.082981579,0.116068421,0.075042105,3.57083,0.127951282,-0.771121053,7.6251775,6.32077,2.5770825,-1.368461538,-0.095325641,0.671671795,-1.618436842,-0.132273684,0.080536842
pote.txt_4949,6.265133333,5.792390909,6.14829,1.56645,0.606890909,-0.3261,1.089741667,151.7623167,19.295925,0.4936,146.6647455,15.60878182,0.23065,137.1943,16.32525,0.410520917,0.313989909,0.2362958,0.344575,92.105,10325.08333,0.248009091,88.15454545,9123.909091,0.26225,91.078,8911.6,8118.481092,0.908916667,5329.341945,0.665272727,4529.68122,0.50708,1.224008333,1.141218182,1.10393,404.4328758,355.8460307,353.5630894,0.4001,0.39795,0.454441667,0.008418182,0.226481818,0.090054545,0.06587,0.22948,-0.13522,3.542866667,1.401427273,0.82673,6.89165,5.2607,3.343583333,0.852881818,-0.256318182,1.477,1.4026,-0.11079,-0.52595
pote.txt_7485,4.3838,3.905633333,4.060821429,2.92011875,1.29044,0.127357143,1.24066875,142.71905,31.48360625,0.463526667,138.37064,29.03584,0.006085714,135.4826357,28.65008571,0.715329063,0.6279528,0.618802571,0.33691875,80.354375,13370.01563,0.289553333,80.08,7943.533333,0.300064286,78.10714286,9886.357143,9372.980456,1.50234375,3565.307573,1.057053333,5746.966986,1.011914286,0.71466875,0.658506667,0.666485714,346.8064107,203.1018652,290.2792553,0.3030625,0.2921,0.64364375,-0.0608,-0.036413333,0.1945,-0.066328571,0.15275,-0.083785714,3.48219375,1.40726,0.137828571,9.316275,12.84346875,5.64598125,-0.430686667,-4.156986667,2.889906667,-0.0688,5.311057143,0.438192857
pote.txt_4097,5.840366667,5.8066,5.557014286,2.038055556,0.609275,0.190142857,1.052855556,164.0377,36.06672222,0.3131375,170.41825,33.386275,0.242514286,170.4754286,30.5483,0.511108111,0.388855875,0.307214286,0.537366667,84.52222222,9644.888889,0.4155125,75.875,8030.75,0.139285714,70.33285714,8868.714286,8416.007133,1.088288889,7575.18415,0.601625,6815.550029,0.497614286,1.238833333,1.2328125,1.219785714,416.1584996,420.8438574,428.3825377,0.440633333,0.438922222,0.458277778,0.091975,0.296075,-0.047775,-0.026914286,0.300857143,-0.026885714,4.076088889,1.1698375,0.230028571,9.442566667,3.233611111,3.357122222,4.2966125,-0.163575,0.2037875,-1.624271429,0.676157143,-0.353228571
pote.txt_6951,3.711038889,3.427341176,3.3709875,1.327355556,-0.362941176,-0.0615,1.053877778,244.4188389,45.92359444,-0.3184,233.6500118,35.03592941,-0.159775,243.5601812,37.54354375,0.293949167,0.226616,0.1986085,0.071344444,59.16777778,12148.84722,0.025817647,50.46823529,10779.23529,0.00680625,47.241875,10646.125,18663.71522,0.114361111,17020.80434,0.055364706,17261.92609,0.04718125,1.3901,1.334064706,1.31330625,377.397422,349.2623146,348.1561686,0.446022222,0.359277778,0.171894444,0.231476471,0.206588235,-0.077247059,0.17951875,0.2335,0.0251,5.329988889,-1.576647059,-1.0638125,12.82959444,3.114722222,3.511505556,0.009276471,-0.141611765,0.587988235,0.64813125,-0.02766875,1.5245625
pote.txt_4901,5.315325,5.2266,5.26085,2.059083333,0.986290909,0.27634,1.065891667,161.9242167,34.64965,0.5941,155.2635091,31.27965455,0.50556,161.09886,28.89629,0.527218833,0.460556818,0.3874125,1.236475,82.15333333,8852.416667,0.587009091,79.23636364,8219.090909,0.53574,74.497,8046.5,7092.068933,1.082233333,6237.651673,0.806272727,5320.51251,0.62643,1.164633333,1.148809091,1.14957,417.2440688,411.851577,416.7253306,0.424141667,0.371908333,0.51645,0.100490909,0.243309091,-0.059290909,0.05308,0.28183,0.02418,3.638383333,1.645154545,0.73909,8.135266667,3.254225,4.952458333,4.5779,-0.137290909,-0.245827273,0.07949,0.62812,-1.24333
pote.txt_9627,4.32883913,3.780590909,3.800895238,1.984873913,-0.392863636,-0.332109524,1.065947826,177.255013,40.28045652,0.098695455,170.5810409,38.67024545,-0.002895238,173.7906476,36.82737619,0.41597713,0.303657818,0.269622333,0.237534783,66.67173913,12497.06522,0.060031818,57.03,10762.84091,0.070247619,58.14714286,10535.19048,15202.12878,0.8397,12574.54081,0.279472727,12118.58438,0.397342857,1.012143478,0.970168182,0.968157143,453.6890073,451.4253423,450.2149862,0.515265217,0.548147826,0.414947826,-0.094636364,0.321445455,-0.057713636,-0.004204762,0.331238095,0.012528571,4.458565217,0.074622727,-0.370466667,11.58746522,4.864356522,4.299895652,-0.188604545,-0.645386364,-0.877004545,-1.054190476,-0.040895238,0.5969
pote.txt_5661,2.910515385,2.134425,1.882045455,1.550530769,0.417183333,0.024436364,0.877646154,179.9596077,31.77226154,-0.141366667,170.2265333,25.34715,0.327736364,165.9560182,23.91555455,0.416583385,0.232376167,0.316876273,0.109776923,67.91076923,8112.903846,0.043008333,65.045,5798.625,0.046445455,65.67909091,4299.409091,11943.45982,0.5588,10806.6556,0.314316667,10501.46641,0.065627273,1.110361538,0.980291667,0.977736364,340.2626854,319.0431344,313.553658,0.416838462,0.313738462,0.406661538,0.201783333,0.223658333,0.168033333,0.118972727,0.204309091,0.008127273,3.193384615,-0.355275,1.128418182,6.843953846,3.553038462,3.940130769,2.031541667,0.469775,0.8419,1.325836364,-0.751981818,-2.238272727
pote.txt_7237,3.3596,1.964533333,2.367017647,1.631673684,-0.485711111,0.128988235,0.935931579,203.1088842,26.09647368,0.410066667,187.2207056,21.88381667,0.334635294,203.2412059,22.83578824,0.634414526,0.574638111,0.575312118,0.350531579,77.61578947,7240.342105,0.262538889,75.15388889,4500.944444,0.265717647,74.22764706,6080.867647,9558.615295,0.729626316,7685.673039,0.197833333,8042.137618,0.383947059,0.680436842,0.597644444,0.628652941,389.5182012,385.9521824,387.934934,0.339294737,0.399389474,0.563136842,0.039244444,0.331222222,-0.091422222,0.111476471,0.345488235,0.072305882,3.141094737,1.069905556,1.337023529,5.019515789,4.7259,5.017026316,-1.754,-0.526816667,-2.900733333,0.6948,-0.188905882,1.603394118
pote.txt_1211,4.75857619,4.563775,4.692157895,0.841995238,0.15882,-0.120989474,0.493271429,200.9901667,44.57979048,-0.10074,194.960975,40.400715,-0.172915789,192.9607947,37.32742632,0.450060905,0.33564305,0.347983158,1.077033333,59.64285714,6394.666667,0.22912,55.3475,3971.75,0.204084211,55.68894737,3663.578947,10722.04933,0.082695238,7278.05914,0.03584,6014.745189,0.025284211,0.975819048,0.887355,0.889921053,323.5136492,242.3217425,244.354278,0.47132381,0.330971429,0.373571429,0.31013,0.16287,0.143235,0.303926316,0.128805263,0.161131579,2.428328571,-0.103195,-0.945310526,8.633928571,8.833338095,3.115933333,-0.58432,2.736785,-0.553765,-3.711321053,3.855389474,-0.168505263
pote.txt_2589,4.208425,4.224518182,4.2643,3.808841667,0.021818182,0.7979,1.36895,121.4062333,40.49244167,-0.025063636,120.5748091,35.33944545,0.25676,125.66472,38.36355,0.568333417,0.413940636,0.3731903,0.212658333,70.76416667,13913.83333,0.092181818,60.28818182,13361.45455,0.09295,58.317,12992.2,11471.61484,1.527825,9465.037882,0.9019,11548.19583,0.80084,0.906316667,0.904281818,0.90228,432.3849527,432.5514515,442.1796556,0.49555,0.387325,0.612925,0.301563636,0.316845455,0.0024,0.23568,0.38308,0.03425,4.677241667,-0.400054545,0.96638,11.12203333,6.356033333,6.56985,-1.883336364,2.252736364,3.463845455,3.6588,0.93912,3.71666
pote.txt_8955,4.6110625,4.357402564,4.334447368,1.28442,0.183707692,-0.112376316,0.74732,176.035635,37.1939375,0.129928205,172.6594436,34.24197436,-0.025744737,172.1302263,34.81771053,0.391411175,0.289189103,0.267360737,1.48186,70.487,6756.10625,0.654705128,62.88025641,4374.820513,0.480336842,63.48947368,4285.710526,8436.879203,0.55802,6175.713944,0.203333333,6083.908442,0.209910526,1.102835,1.049717949,1.033081579,362.4118815,311.9336057,307.3682429,0.40015,0.291685,0.443455,0.130635897,0.08074359,0.166546154,0.089568421,0.054581579,0.052863158,2.6213075,-0.046676923,-0.176447368,7.082385,6.3595525,5.0647525,-0.011607692,-0.264682051,0.722466667,-0.701515789,-1.020436842,-0.746089474
pote.txt_4713,3.971363636,3.88405,3.972311111,1.131381818,-0.0071,-0.555944444,0.845936364,187.1129182,50.79431818,-0.22362,182.37004,43.45176,-0.247877778,168.9023889,34.82377778,0.191899091,0.0918,0.173689778,0.070236364,52.86363636,15362.54545,0.00858,45.821,13650.1,0.001877778,45.94444444,13101.88889,19892.24705,0.411281818,18371.55893,0.1617,17108.82787,0.1832,1.301227273,1.31627,1.274611111,464.7312011,435.2007642,435.643826,0.623672727,0.536418182,0.245318182,-0.10192,0.37514,-0.04411,0.101355556,0.324222222,0.058811111,4.093709091,-0.61377,-2.2801,14.27744545,5.209981818,2.526990909,3.56047,-0.11296,-0.28452,-1.230355556,-0.950611111,1.5597
pote.txt_7623,4.892695238,4.802545,4.709773684,1.515352381,0.01742,-0.653831579,0.623514286,196.6413476,51.42109048,-0.00963,188.33809,43.3155,-0.342157895,183.9329158,36.28357368,0.411742143,0.26836945,0.288447316,0.267728571,65.18238095,9363.285714,0.07526,59.66,7401.65,0.055305263,57.36105263,6615.263158,13340.03628,0.350161905,10071.05695,0.09646,7901.692658,0.049715789,1.101761905,1.03945,1.049847368,371.8145045,329.7802385,294.1087193,0.517080952,0.386309524,0.392209524,0.042135,0.285455,0.093665,-0.022131579,0.160905263,0.137494737,3.140490476,0.02892,-2.058847368,11.56865714,6.581761905,2.16497619,0.95847,1.94909,0.028425,-7.794084211,0.359,0.441778947
pote.txt_11425,6.41246,5.696629412,5.687887879,1.875308571,0.706935294,0.933936364,1.54386,154.8948943,22.08044286,1.264544118,148.3557765,19.69412353,1.291639394,149.7603121,19.91558788,0.604662,0.519579265,0.550079545,1.439465714,103.6071429,8684.042857,0.955055882,96.255,7821.176471,0.834421212,98.14060606,7587.5,4142.018349,1.513697143,2367.801091,1.104717647,2700.4803,1.223663636,1.334625714,1.265188235,1.277136364,420.6289656,418.6153917,420.1915905,0.176165714,0.459691429,0.365211429,0.036144118,0.162888235,0.038094118,0.007769697,0.108448485,-0.008218182,4.921025714,3.223767647,3.754627273,6.461871429,2.105654286,5.972974286,2.892088235,0.534608824,-0.587947059,3.7733,1.022642424,-0.886242424
pote.txt_4183,4.051822222,3.4804125,3.2721,1.667688889,0.9815,0.299314286,1.080766667,187.5632889,30.43038889,0.419875,186.7553125,25.897925,0.533942857,181.7660286,26.68914286,0.451063333,0.360861125,0.392071429,0.148888889,73.23,8602.472222,0.053625,64.495,6635.5625,0.075171429,67.46571429,7233,11724.94974,0.3857,9453.4087,0.235,10333.32484,0.078985714,1.155955556,1.00305,0.968585714,314.7910506,271.083586,279.5283521,0.386411111,0.266433333,0.379388889,0.3037,0.1155375,0.275275,0.354542857,0.162342857,0.134371429,4.617622222,0.85405,2.541771429,8.137788889,5.705133333,4.467633333,-0.3479125,2.9231,2.3561375,1.787328571,1.485871429,1.350428571
pote.txt_7529,4.26474,3.717489474,3.835333333,0.967225,0.120284211,-0.356611111,0.567945,207.82485,50.9537,-0.108410526,195.7737211,41.7619,-0.357816667,191.7079444,36.75287222,0.3406577,0.264200316,0.254465278,0.27512,60.2525,8438.025,0.124410526,55.79263158,6534.131579,0,54.51777778,6110.666667,14510.9424,0.242535,11206.87799,0.119563158,9482.419306,0.052827778,1.161315,1.079473684,1.068333333,405.5682063,385.8111967,386.0680387,0.5575,0.50531,0.28288,0.177884211,0.288947368,0.165294737,0.0686,0.245772222,0.158188889,3.236895,-0.351336842,-2.241094444,10.180305,2.385175,1.86237,1.830821053,-0.177294737,0.153589474,-3.816922222,-0.991911111,-0.614944444
