#name,PAAC_1,PAAC_2,PAAC_3,PAAC_4,PAAC_5,PAAC_6,PAAC_7,PAAC_8,PAAC_9,PAAC_10,PAAC_11,PAAC_12,PAAC_13,PAAC_14,PAAC_15,PAAC_16,PAAC_17,PAAC_18,PAAC_19,PAAC_20,PAAC_21,PAAC_22
pote.txt_11671,1.535,1.024,0.512,0,1.535,2.559,0,0.512,2.559,1.024,0,3.071,0,2.047,0.512,0.512,0,0.512,0,0.512,8.229,9.726
pote.txt_7917,2.898,1.932,0,0,1.932,0.966,0,0.966,3.863,5.795,0.966,0.966,1.932,0,0,0,0.966,0,0,0,5.902,8.128
pote.txt_6303,0,0,0,2.223,0,0,1.112,2.223,1.112,4.446,0,1.112,0,1.112,2.223,1.112,0,0,0,0,8.401,11.432
pote.txt_11001,3.016,0,0.431,0.431,0.431,2.154,0.431,1.293,2.154,0.862,0,0.431,0,1.724,0.862,0,1.293,1.293,0.431,0,8.868,10.33
pote.txt_4949,1.28,0,0,0,1.28,1.28,3.84,0,1.28,0,0,0,0,2.56,2.56,0,0,0,0,1.28,8.829,12.619
pote.txt_7485,0,0,0,0,0,2.458,0,0,0,0,0,0,0.614,0,4.301,0,0,0,1.843,0.614,14.903,16.418
pote.txt_4097,0,0,0,2.461,0,0,2.461,2.461,0,2.461,0,0,0,2.461,4.922,2.461,0,2.461,0,0,6.955,7.812
pote.txt_6951,0,0,0,0,0.942,0.942,0,0,4.71,8.477,0,0,0.942,0,0,0,0,0,0,0.942,10.926,8.584
pote.txt_4901,0,1.617,0,1.617,0,0,1.617,1.617,0,1.617,0,0,0,1.617,4.852,3.234,0,1.617,0,0,8.621,8.401
pote.txt_9627,0,0,0.54,0,0.54,0,0,1.08,1.08,1.08,0,0,1.08,0.54,2.159,0,0.54,2.159,1.619,0,12.983,12.954
pote.txt_5661,5.647,0,0,0,0,0,0,1.412,1.412,1.412,0,0,4.235,0,2.823,0,0,0,1.412,0,8.414,9.615
pote.txt_7237,0,0,0,0,0,0.848,0.848,0.848,0.848,0,0,0,5.091,0,3.394,0.848,1.697,0.848,0,0.848,12.488,7.999
pote.txt_1211,1.091,2.183,0,0,1.091,5.457,0,2.183,2.183,3.274,0,0,0,0,0,2.183,1.091,2.183,0,0,6.567,7.644
pote.txt_2589,0,0,0,0,0,0,0,1.885,0,0,0,0,0,0,5.654,0,0,2.827,0.942,0,15.831,12.211
pote.txt_8955,2.65,2.65,0.883,0,0.442,2.208,0.883,0.442,0.442,1.766,0,0.442,0.442,0,2.208,0.442,0.442,0.883,0.442,0,8.919,9.817
pote.txt_4713,1.152,0,0,0,0,0,0,1.152,2.305,3.457,0,0,0,0,0,0,1.152,0,3.457,0,11.506,13.976
pote.txt_7623,1.602,0,0,0,1.602,2.403,2.403,4.006,0.801,1.602,0,0,0,0,1.602,0.801,0,0,0,0,7.974,11.686
pote.txt_11425,0,2.587,1.293,3.234,0,0,0.647,0,0.647,0.647,0,0,1.293,6.467,5.174,0,0,0,0,0.647,7.955,6.458
pote.txt_4183,2.873,0,0,0,0,2.873,0,0,5.745,5.745,0,0,2.873,0,2.873,0,0,2.873,0,0,5.794,6.556
pote.txt_7529,3.403,0,1.134,0,1.134,0,1.134,4.537,1.134,3.403,0,0,2.269,1.134,0,1.134,0,1.134,0,1.134,6.144,8.233
pote.txt_4161,0,0,2.127,4.255,2.127,0,0,0,2.127,2.127,0,0,0,0,2.127,0,0,0,0,0,8.895,13.177
pote.txt_7555,0,0,0,0,0.718,0.718,0,0,0,1.437,0,0,7.185,0,4.311,0,0,0,0,0,13.1,9.707
pote.txt_3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.418,0,0,0,3.314,0,16.94,20.331
pote.txt_2345,9.286,0,0,0,0,4.643,0,4.643,0,0,0,0,4.643,4.643,0,4.643,0,9.286,0,0,2.736,3.556
pote.txt_9555,1.621,0,0,0,0.81,1.621,0.81,3.241,3.241,1.621,0.81,0,1.621,0,0,0,0,0.81,0,0.81,7.979,11.463
pote.txt_8153,6.536,0,0,0.934,0.934,4.669,0.934,0.934,1.867,4.669,0,0.934,0,0,0,0.934,0,0,0,0,7.007,6.912
pote.txt_3945,0,0,0,0,0,2.603,0,0,2.603,5.207,0,0,0,0,2.603,0,0,0,0,0,22.101,2.801
pote.txt_11219,0.815,3.259,0,0.815,1.63,2.037,1.222,0,0.408,0,0,1.63,0,0.408,2.852,1.63,1.222,1.222,0,0,8.266,8.994
pote.txt_1293,2.753,1.377,0.688,0.688,1.377,0.688,0.688,0.688,2.753,4.129,0,1.377,0,0.688,0,2.753,2.065,0,0,0,6.552,7.806
pote.txt_2869,0,0,0,0,0,3.629,1.814,0,6.35,1.814,0,2.721,0,0,0,0,0,0,0.907,0,10.545,8.654
pote.txt_2785,0.97,0,0,0.97,0.97,0.97,0,0,4.849,1.94,0,0.97,0,0.97,0.97,1.94,0,0,0.97,0,10.841,9.206
pote.txt_2951,0,0,0,1.02,1.02,1.02,6.117,0,4.078,0,0,0,0,0,3.059,1.02,0,0,0,1.02,7.525,10.505
pote.txt_10641,3.001,0,0,0,1,0,0,0,4.002,3.001,0,0,0,0,0,0,0,0,1,0,12.339,14.348
pote.txt_6751,3.037,0,3.037,1.518,0,4.555,0,0,1.518,0,0,3.037,4.555,0,0,3.037,1.518,0,0,1.518,5.834,5.706
pote.txt_10935,1.322,0,0,0,0,7.934,0,2.645,0,9.256,0,3.967,0,0,0,5.289,0,0,0,0,3.894,6.17
pote.txt_4001,2.301,0,0,0,2.301,0,0,0,0,2.301,0,0,2.301,0,2.301,0,0,4.602,0,2.301,10.958,7.017
pote.txt_2385,2.116,0,0.529,2.116,0,0.529,0.529,0,0.529,2.116,0,0.529,2.116,0.529,2.116,1.587,0.529,0.529,0,2.646,8.43,8.926
pote.txt_7057,1.983,0,0,0,0,0.992,0,0.992,3.967,3.967,0.992,0,0.992,0,0,0.992,0,2.975,0,0,8.732,9.808
pote.txt_6141,0,0,0,0,1.857,0.929,0,0.929,0.929,0,0,0,5.571,0,3.714,0,0,0,0,0,13.268,10.191
pote.txt_5873,1.637,0,0,0,1.637,1.637,1.637,1.637,3.273,4.91,0,1.637,0,0,0,0,1.637,1.637,0,0,6.03,9.404
pote.txt_4807,0,0,0,0,1.434,0,0,1.434,1.434,5.735,0,0,0,0,1.434,2.867,1.434,0,0,0,7.149,13.772
pote.txt_919,0.935,0,0,0,2.805,3.74,2.805,3.74,1.87,1.87,0.935,0,0,0,0,0,0,0.935,0,0,7.487,9.329
pote.txt_5315,0,0,0,0,3.595,3.595,0,1.798,1.798,7.191,0,0,1.798,0,0,1.798,0,1.798,0,0,5.704,8.197
pote.txt_753,0.452,3.612,0.452,0.452,1.354,1.354,0.452,0.903,3.16,1.354,0.452,0,1.354,1.354,0.903,1.806,1.354,0,0,0.452,6.584,8.896
pote.txt_10801,0,3.224,0,0.806,0,0.806,0,0,0.806,0.806,0,0,0,0.806,4.03,0,0.806,0.806,0,1.612,12.309,10.297
pote.txt_4907,2.035,0,0,0,1.018,0,0,2.035,0,1.018,0,0,0,0,4.07,0,0,0,0,1.018,17.716,10.558
pote.txt_11571,0.688,0,0,0,0.688,0.688,0,2.064,4.129,2.752,0,0,0,0,0.688,0.688,0,0,0,0.688,11.812,12.997
pote.txt_7269,1.625,0,0.813,0,0,3.251,0,0,3.251,0,0,0,0,0.813,2.438,1.625,0.813,0.813,0,0,15.807,5.534
pote.txt_10437,0,0,0,0,0,0,0,0,0,5.905,0,0,0,0,5.905,0,0,0,0,0,27.053,0
pote.txt_11623,0,2.261,0,0,0,2.261,0,0,0,0,0,0,0.565,0,2.826,0,0,0.565,1.695,0.565,13.933,15.303
pote.txt_7111,0,0,0.732,0,0,0.732,0.732,0.732,1.464,3.661,0,0.732,0,0.732,1.464,0,0,0.732,1.464,0,11.478,13.155
pote.txt_1481,0,1.881,0,0,0.941,5.644,0,1.881,2.822,2.822,0.941,0,0,0,0,0.941,0,1.881,0,0,7.217,9.491
pote.txt_10431,0,0,0,0,0,0,0,0,8.887,8.887,0,0,0,0,0,0,0,0,0,0,18.62,0
pote.txt_4709,1.11,0,0,0,2.221,0,0,0,6.662,1.11,0,0,0,0,1.11,0,0,0,0,0,11.862,14.441
pote.txt_3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,8.563,0,14.843,11.875
pote.txt_1121,0.401,2.408,0,0.401,0.803,1.605,0.401,0.803,0,1.605,0,0,0,0,3.211,0,0,0.803,0,0.401,12.68,12.515
pote.txt_589,2.88,0,0.72,0.72,0,0.72,0,1.44,2.16,2.88,0,2.88,0,1.44,0,0,0,0.72,0.72,0,7.41,11.743
pote.txt_8865,0.761,4.563,0,0.761,1.521,3.802,0.761,0.761,0.761,0.761,0,3.042,1.521,1.521,0.761,3.802,0.761,0.761,0,1.521,5.586,5.541
pote.txt_7995,2.258,0,0.753,0.753,2.258,2.258,0,0.753,3.011,1.506,0,0.753,0,0,0,1.506,1.506,0.753,0,0,8.797,9.52
pote.txt_5189,2.472,1.236,0,0,1.236,0,0,0,4.944,1.236,1.236,0,0,0,1.236,0,0,1.236,0,0,10.723,11.432
pote.txt_12027,0,0,0,0,0,0,0,1.337,6.684,4.011,0,0,0,0,0,0,0,0,0,1.337,10.212,14.117
pote.txt_8743,1.002,0,1.502,2.003,1.002,1.002,0,0,4.507,3.005,0,0,0,0.501,0,0.501,1.002,0.501,0,0.501,10.873,8.557
pote.txt_5383,0,0,0,0,2.919,0,0,0.973,0.973,1.946,0,0,0.973,0,0.973,0.973,0,0.973,1.946,0,11.037,14.489
pote.txt_1315,3.447,2.298,0,0,3.447,0,1.149,1.149,2.298,0,0,1.149,1.149,0,1.149,0,0,2.298,0,0,11.301,5.605
pote.txt_6513,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,2.122,0,0,0,6.367,0,14.162,13.856
pote.txt_5547,0,0,0,0,0.845,0.845,0,0,1.689,0,0,0,0.845,0,0.845,0,0.845,0.845,4.223,0,14.232,14.485
pote.txt_11753,0,0,0,0,0,2.387,1.193,1.193,2.387,2.387,1.193,0,0,0,1.193,1.193,0,0,1.193,0,9.393,13.485
pote.txt_7693,4.376,0,0,0,2.188,1.094,1.094,0,2.188,2.188,0,0,0,4.376,0,1.094,2.188,1.094,0,1.094,5.656,8.518
pote.txt_1225,0.703,2.11,0.703,0,1.407,2.11,0,1.407,0,0,2.11,0,1.407,0.352,2.462,0.352,0.703,0.352,0,0.703,9.355,10.24
pote.txt_2529,2.457,4.914,2.457,0,2.457,4.914,0,2.457,0,1.229,0,0,0,0,0,1.229,0,1.229,1.229,1.229,6.331,6.05
pote.txt_6717,0,0,0,0,0,0,0,0.781,0,0.781,0,0,5.464,0,6.245,0,0,0,0,0,16.658,7.831
pote.txt_2361,9.229,9.229,0,0,0,0,0,0,0,9.229,0,0,0,0,0,9.229,9.229,0,0,0,3.187,2.103
pote.txt_251,1.513,3.026,0.757,0.757,1.513,0,3.026,0,2.27,1.513,2.27,0,0.757,3.026,0,3.783,0,0,0,0.757,6.299,6.574
pote.txt_7487,0,0,0,0,0,2.764,0,0,0,0,0,0,0.691,0,4.837,0,0,0,1.382,0.691,14.236,15.827
pote.txt_8617,0,3.214,0.536,0.536,1.071,1.607,0,0.536,0.536,1.071,0,0.536,0.536,1.071,2.142,0.536,1.071,0.536,0,1.071,9.29,10.623
pote.txt_1633,0.695,0.695,0.695,0.695,1.391,0.695,0,1.391,2.086,3.477,0,1.391,2.086,0,0.695,0,3.477,1.391,0,0,7.981,7.787
pote.txt_7213,0,0,0.646,0.646,1.291,0,0,1.291,1.937,1.291,0,0.646,0,0.646,1.937,0,0,1.291,0,0,11.407,16.009
pote.txt_1645,2.661,1.33,0,0,0.665,3.326,0,1.33,3.326,3.326,0,0.665,0,0.665,0,1.33,0.665,0.665,0,0,8.055,8.476
pote.txt_5439,0,0,1.219,0,1.219,2.437,0,2.437,1.219,2.437,0,0,0,1.219,0,0,1.219,1.219,1.219,0,8.812,12.018
pote.txt_9669,0,0,0,0,4.019,2.009,0,0,2.009,10.048,2.009,0,2.009,0,0,0,2.009,2.009,0,0,5.145,7.051
pote.txt_8229,0.797,0,0,0.797,1.593,3.187,3.187,0.797,1.593,2.39,0.797,0.797,0,0,2.39,1.593,0,0.797,0,0,6.847,9.042
pote.txt_10407,4.906,0,0,0,0,0,0,0,14.717,0,0,0,0,0,0,0,0,0,0,0,8.567,8.259
pote.txt_607,1.936,0,0,0,0,1.936,0.645,0.645,3.226,1.29,0,0,0,0.645,0.645,0,0,0,1.29,0,11.2,15.018
pote.txt_8115,2.952,0,0,0,1.476,2.214,0.738,3.69,0.738,1.476,0,0,0,0,4.428,0.738,0,0,0,0,6.623,11.309
pote.txt_2493,0,0,0,0,0,0,0,0.921,2.762,0.921,0,0,0.921,0,1.841,0,0,0,4.603,0,16.982,9.771
pote.txt_6325,0,0,0,0,3.08,4.619,0,1.54,1.54,7.699,0,0,1.54,0,0,3.08,0,1.54,0,0,5.559,7.519
pote.txt_6247,1.032,2.063,0,0,2.063,0,0,2.063,3.095,1.032,0,1.032,1.032,0,1.032,0,1.032,0,0,0,8.724,12.573
pote.txt_11653,0,0,0,0,9.808,0,0,9.808,0,0,0,0,19.616,0,0,0,0,0,0,0,5.847,1.126
pote.txt_5213,0,0,0,1.196,0,2.393,1.196,0,1.196,2.393,1.196,0,0,0,1.196,0,0,2.393,0,1.196,9.126,13.699
pote.txt_715,0,2.274,0,0,0,1.705,0,0,0.568,0,0,0.568,0.568,0.568,2.842,0,0,0,1.137,1.137,11.72,16.2
pote.txt_6731,0,2.134,0,0,1.067,3.2,0,1.067,3.2,1.067,0,0,3.2,0,0,1.067,1.067,0,1.067,0,8.273,9.974
pote.txt_3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.065,0,0,0,4.549,0,23.798,5.71
pote.txt_10867,2.81,0,0.402,0.803,1.204,0.803,0,0.803,3.212,1.204,0,1.606,0.803,0,0,2.007,0.402,0.402,0.803,0,8.641,10.528
pote.txt_9369,1.217,1.217,0,0,0,2.434,0,0,1.217,2.434,1.217,1.217,0,0,1.217,0,2.434,0,0,2.434,9.795,9.622
pote.txt_3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.238,0,0,0
pote.txt_3091,1.871,0,0,0,0.935,0,0,0.935,2.806,2.806,0,0,0,0.935,1.871,0,0.935,0.935,0.935,0,9.828,12.142
pote.txt_5273,0,0,0.945,0,0,0,0,0,0,0,0,0,1.889,0,3.778,0,0,0,3.778,0,20.612,9.396
pote.txt_10985,0,0,0,0.854,0,2.561,0.854,0.854,0.854,0.854,0,0.854,1.707,0.854,0.854,1.707,0,2.561,0.854,0.854,7.97,11.408
pote.txt_6181,0,2.865,0,1.433,0,1.433,1.433,2.865,1.433,1.433,1.433,0,1.433,0,1.433,1.433,2.865,0,0,0,8.859,6.41
pote.txt_8903,0.851,3.405,0,0,0.851,2.979,0.851,0.426,0.426,0.426,0,0.851,0.426,0.426,1.702,0.426,0.426,0,0.426,1.702,10.687,9.233
pote.txt_10295,0.656,1.313,0,0,0.656,0.656,0,0.656,0.656,0,0,0,0,0,3.282,0.656,0,0.656,0.656,1.313,15.474,12.869
pote.txt_5447,1.328,0,1.328,1.328,2.656,0,0,2.656,2.656,1.328,0,0,0,0,0,1.328,0,0,0,0,10.801,11.665
pote.txt_5655,1.019,0,0,0,0,0,0,0,5.097,7.136,0,0,0,0,0,0,0,0,0,0,8.722,15.795
pote.txt_7935,0,0,0,0,0.61,0.61,1.219,0.61,3.048,1.829,1.219,0,0,0,1.829,1.219,1.219,0.61,0,0.61,9.974,12.464
pote.txt_8825,2.647,3.176,0.529,0.529,0,2.647,0,0,4.235,1.588,0,0,1.059,0,0,0,1.059,0.529,0.529,0,8.88,8.974
pote.txt_7317,3.752,0,0,0,1.251,2.501,0,3.752,2.501,5.003,0,1.251,1.251,0,0,1.251,0,1.251,0,0,5.557,8.079
pote.txt_2435,0,0,0,0,0,0,0,1.688,3.376,1.688,0,0,0,0,0,0,0,0,6.752,0,7.752,16.361
pote.txt_8023,0,0,0.744,1.487,0.744,1.487,5.206,0,2.975,0,0,0,0,0,2.231,1.487,0,0,0,1.487,8.353,10.19
pote.txt_9501,0.762,0.762,0.762,0.762,0.762,2.668,0,2.668,3.431,0.762,0.381,0.762,0.381,0,0.381,0,1.525,0.762,0,0,9.317,9.557
pote.txt_9617,1.002,0,0,0,3.007,0,0,1.002,1.002,3.007,0,0,2.005,0,1.002,3.007,0,1.002,0,1.002,9.118,10.299
pote.txt_4891,0,2.443,0,0,0,0,9.773,0,0,0,0,0,0,0,9.773,4.886,0,0,0,0,4.702,7.08
pote.txt_4635,1.941,0,0,0,0.971,0,0,1.941,0,0.971,0,0,0,0,4.854,0,0,0,0,0,13.629,15.737
pote.txt_10289,0.68,2.722,0,0,0.68,0.68,0,0.68,0.68,0,0,0,0,0,3.402,0,0,0.68,0.68,0.68,14.147,13.376
pote.txt_4377,0,0,0,0,0,0,0,0,4.307,4.307,0,0,0,0,0,0,0,0,2.153,0,10.865,18.309
pote.txt_8319,1.548,0,0,0,0,2.064,0.516,0.516,0.516,2.58,0,1.032,0,0.516,2.064,0,0.516,0,1.548,0,13.054,11.202
pote.txt_5569,2.682,0,0,0,2.682,5.364,0,5.364,0,10.728,0,0,2.682,0,0,2.682,0,2.682,0,0,2.97,5.363
pote.txt_6799,1.471,0,0.736,0,2.943,1.471,1.471,0.736,0,0.736,0,0,0,0,1.471,0,0.736,0.736,0.736,0,9.863,14.671
pote.txt_10537,3.747,0,0,0,0.937,0,0,0,4.684,4.684,0,0,0,0,0,0,0,0,0,0,11.213,12.061
pote.txt_1143,4.1,0,2.05,0,0,0,2.05,2.05,2.05,6.151,0,0,0,2.05,0,2.05,2.05,4.1,0,0,4.435,6.414
pote.txt_2237,1.393,0,0.929,0,0.464,0.929,0.464,0.464,3.25,0.929,0.464,0.464,0,0.929,1.857,1.393,0.464,1.393,0,1.857,8.928,9.83
pote.txt_8327,2.53,0,1.265,0.633,0,3.796,0,0,0.633,3.796,0.633,0,0,0,2.53,0,0,0,0.633,0,9.017,11.079
pote.txt_9821,0,0,0,0,2.736,1.368,1.368,0,2.736,0,0,1.368,9.577,1.368,0,0,1.368,2.736,0,1.368,6.132,6.137
pote.txt_3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642,0,0,0,7.284,0,28.831,0
pote.txt_6285,0,1.304,0,0,2.607,0,0,1.304,2.607,0,0,2.607,0,1.304,1.304,3.911,1.304,0,0,1.304,7.347,9.541
pote.txt_2369,0,0,0,0,1.616,1.616,0,1.616,5.657,1.616,0,0.808,0,1.616,0,0,0,0,0,0,10.288,12.267
pote.txt_9031,0.918,2.755,0.918,1.378,0.459,2.755,0.459,0.459,0.918,0.918,0,1.837,0,0,0.918,1.378,1.378,0.918,0.918,0.918,7.423,8.892
pote.txt_7483,0,0,0,0,0,2.884,0,0,0,0,0,0,0.721,0,5.047,0,0,0,2.163,0,13.754,15.314
pote.txt_3993,10.193,0,0,0,5.097,5.097,0,0,0,0,0,0,5.097,0,0,0,5.097,5.097,0,0,4.592,3.466
pote.txt_7737,1.434,0,0,0,0.717,0.717,0,1.434,2.151,0.717,0,0.717,0.717,0,1.434,0,0.717,2.868,0.717,1.434,8.929,11.985
pote.txt_7905,0.718,1.435,0,0.718,0,0.718,0.718,0.718,3.588,0.718,0.718,1.435,0,0,2.87,0.718,0.718,0.718,0,0,9.097,10.932
pote.txt_6807,1.079,0,0,0,2.157,0,4.314,4.314,2.157,1.079,0,0,0,0,0,2.157,0,2.157,0,0,7.108,9.908
pote.txt_4479,0,0,0,0,1.625,0,0,0,8.127,0,0,0,0,0,0,0,0,6.502,0,0,13.007,7.318
pote.txt_8337,0,0,0,0.909,0.909,6.365,2.728,0,0,0,0,0,0,1.819,0.909,8.184,0,0,0.909,0,7.465,6.878
pote.txt_4781,0,0,0,0,3.02,0,0,0,9.061,0,0,0,0,0,0,0,0,4.53,0,0,12.523,7.381
pote.txt_8165,0.753,1.507,0,0,0.753,2.26,0,0.753,3.767,3.014,0.753,1.507,0,0.753,0,0.753,0,2.26,0,0,8.694,8.863
pote.txt_2523,0,9.806,0,0,2.451,3.677,0,1.226,2.451,0,0,0,1.226,0,1.226,0,1.226,2.451,0,0,8.04,4.375
pote.txt_1925,1.365,2.73,0.91,0.91,0.455,1.365,1.82,0.455,0.455,0,0.455,2.275,1.365,0.455,2.275,0.91,0,1.365,0.455,0.455,8.404,7.682
pote.txt_7561,0,0,0,0,1.416,0,0.708,1.416,2.832,0,0,0.708,0,1.416,2.832,0,0,0,2.124,0,13.114,11.082
pote.txt_1859,0.851,2.554,0,0.851,1.703,1.703,0,2.554,0.851,2.554,0,0,1.703,0,0.851,0.851,1.703,2.554,0,0,7.214,8.212
pote.txt_11003,3.372,0,0.422,0.422,0,2.108,0.422,2.108,1.686,0.422,0,0.422,0,1.686,1.265,0.422,0.843,0.843,0.422,0,9.401,10.217
pote.txt_1527,2.213,1.475,0.738,0.738,0,2.213,0,0.738,3.688,2.95,0.738,0.738,0,0,0,0.738,1.475,2.213,0,0,8.032,7.906
pote.txt_6685,0,1.279,0,0,0,0,0,0,4.476,0,0,0,0,0,1.279,0,0,1.279,2.558,0,12.945,16.004
pote.txt_9049,1.255,2.509,0.418,0.836,0.418,2.509,0.418,0.418,1.255,0.418,0,1.673,0,0,1.255,1.255,0.836,1.255,0.836,0.836,8.616,9.363
pote.txt_225,0,3.142,0,0,0.786,3.928,1.571,0.786,1.571,1.571,0,0,0.786,0,1.571,3.142,0.786,0,0,0,7.944,8.868
pote.txt_9025,3.84,2.194,0.549,0.549,0.549,2.194,1.097,1.097,1.646,1.646,0,1.646,0,0.549,1.097,1.646,0.549,2.743,0,0,6.913,6.839
pote.txt_5091,0,0,1.69,0,0,0,0,1.69,8.452,0,0,0,0,1.69,5.071,0,0,1.69,0,0,5.586,10.662
pote.txt_2595,0,0,0,0,0,0,0,2.683,1.342,0,0,0,0,0,2.683,0,0,1.342,2.683,0,17.802,11.444
pote.txt_3921,0,0,0,0,0,1.719,0,1.719,3.438,3.438,0,0,0,0,1.719,0,0,0,0,0,12.388,14.244
pote.txt_9975,0,0,0,0,0,0,0,0,6.501,5.056,0,0,0.722,0,0,0,0,0,0.722,0,9.752,15.176
pote.txt_473,0,2.954,0,0,1.477,2.954,0,4.431,1.477,4.431,1.477,0,0,1.477,1.477,0,2.954,0,0,0,5.285,7.504
pote.txt_11377,0.51,4.082,1.531,1.02,1.531,1.531,0.51,1.02,1.531,0.51,1.531,2.041,0.51,2.551,0.51,1.531,1.02,1.531,0.51,0,6.003,6.546
pote.txt_7941,2.626,0,0.657,0,0,1.313,0.657,2.626,3.283,0.657,0,0.657,0,0.657,0,0.657,0.657,0.657,0.657,0,8.242,12.694
pote.txt_11391,0.413,3.304,2.065,1.239,0.413,2.065,0.413,0.413,0.413,1.239,0,1.652,1.652,0,1.239,0.826,1.239,0.826,0,1.239,8.099,7.839
pote.txt_4719,0,0,0,0,0,0,0,3.463,0,8.658,0,0,0,0,1.732,3.463,1.732,0,0,0,8.397,8.959
pote.txt_2147,2.328,1.164,1.164,0,1.164,3.492,0,2.328,2.328,1.164,0,1.164,1.164,1.164,0,0,1.164,3.492,0,0,7.61,6.35
pote.txt_8999,2.065,0,0,0.413,0,2.891,0.826,0.826,1.239,0.826,0,2.065,0.413,0.413,2.065,0,0.413,2.478,0,0.413,9.1,9.978
pote.txt_12007,0,1.391,0,0,1.391,1.391,0,0,2.782,1.391,0,0,2.782,0,0,0,2.782,0,2.782,0,8.605,11.203
pote.txt_11345,3.408,0,1.136,1.136,3.408,0,0,2.272,0,1.136,0,0,0,2.272,1.136,3.408,2.272,1.136,0,0,7.614,6.74
pote.txt_845,0,1.616,0,0,0.808,0.808,0,0,1.616,0.808,0,0,2.424,0,1.616,0.808,0.808,1.616,0.808,0.808,10.602,11.954
pote.txt_7243,0,0,0,0,0,11.643,0,0,0,0,0,0,7.762,3.881,0,0,0,0,0,3.881,8.046,3.579
pote.txt_8167,3.063,0,0,0,0.766,2.297,0,0.766,3.063,3.063,0.766,0.766,0,0.766,0,1.531,0,2.297,0,0,8.166,9.101
pote.txt_5927,3.68,0,0,0,1.227,1.227,0,1.227,1.227,6.133,0,0,1.227,0,1.227,0,0,0,0,0,8.231,11.036
pote.txt_8495,0,0,0,0,0,0.615,0,0,0,0,0,0,2.462,0.615,9.231,2.462,1.231,1.231,0,0,7.661,10.883
pote.txt_3073,1.236,1.236,0.618,0,0.618,2.471,0,1.854,2.471,1.854,0,1.854,0,0,0.618,0.618,0,1.854,0.618,0,9.323,9.148
pote.txt_889,0,0,1.609,1.609,0,1.609,0,0,4.828,0,0,0,1.609,0,1.609,0,0,0,1.609,0,10.517,12.126
pote.txt_6771,2.988,0,0,0,4.483,1.494,0,2.988,1.494,5.977,0,1.494,1.494,0,0,4.483,0,0,0,0,5.704,6.066
