#name,PAAC_1,PAAC_2,PAAC_3,PAAC_4,PAAC_5,PAAC_6,PAAC_7,PAAC_8,PAAC_9,PAAC_10,PAAC_11,PAAC_12,PAAC_13,PAAC_14,PAAC_15,PAAC_16,PAAC_17,PAAC_18,PAAC_19,PAAC_20,PAAC_21,PAAC_22
netr.txt_99563,1.713,0,4.568,2.855,0.571,1.713,0,0,0.571,0.571,1.142,1.142,5.139,1.142,0,1.713,2.284,0.571,0,1.142,6.046,5.755
netr.txt_40837,1.15,0,1.15,1.726,0,1.726,1.726,0.575,0.575,4.602,0,0.575,0.575,1.15,1.15,1.726,1.15,3.451,0,0,6.636,7.512
netr.txt_83739,0,0,0,1.243,3.728,0,0,2.485,2.485,2.485,1.243,1.243,1.243,1.243,0,3.728,0,1.243,0,0,7.647,6.96
netr.txt_6229,0,0,2.544,11.025,0,0,0.848,0.848,3.392,1.696,0.848,0,0,0.848,0.848,0.848,0,0.848,0,0,7.26,5.844
netr.txt_3531,0.883,2.648,0.883,0,0.883,0.883,0.883,0.883,0.883,5.296,0.883,0.883,1.765,0.883,1.765,0.883,0,0,0,0.883,7.653,7.176
netr.txt_25187,0.503,0.503,3.019,1.51,1.006,2.516,0,0,0,2.516,0.503,0,2.516,0,1.006,0.503,0,1.006,0,1.51,8.195,9.572
netr.txt_58825,0,0,1.038,0,0,4.154,2.077,3.115,1.038,0,2.077,0,1.038,1.038,2.077,2.077,0,1.038,0,0,8.496,7.347
netr.txt_61209,1.602,0,0.534,0,1.602,1.068,0.534,2.137,0,1.602,1.068,0,1.068,1.068,1.602,1.602,2.137,2.137,0.534,0.534,7.276,8.514
netr.txt_121313,2.232,0.446,0.893,4.464,0.446,0.446,0,0.446,2.678,2.232,0.893,0,0.893,0.893,0.893,1.339,0.893,1.339,0,0.446,8.269,6.704
netr.txt_119203,0,0.89,1.335,1.781,0,0.445,0.445,1.781,2.226,0.89,1.781,1.781,0.445,1.335,0.445,1.335,0,1.781,0.89,0.89,7.905,8.182
netr.txt_30687,2.213,0,1.107,1.66,1.66,2.213,0.553,1.107,0,2.767,0.553,0,1.107,1.66,0.553,2.213,2.213,1.107,0,1.107,6.971,6.647
netr.txt_97625,5.686,0,1.895,2.843,0,3.791,0,0,2.843,0,0,2.843,0.948,1.895,0,0,0.948,0,0,0,8.558,5.127
netr.txt_13603,0,0,0.449,0.898,1.796,0.449,0.898,4.489,0.449,2.244,0.898,0.449,0,1.347,1.347,0.898,1.796,1.347,0,1.347,8.185,7.391
netr.txt_48389,0,0,2.793,5.586,0,0,0.931,0.931,10.241,0,0,0,1.862,2.793,0,0.931,1.862,1.862,0,0.931,5.643,4.287
netr.txt_102387,4.213,0,0.468,1.873,0.468,0,0,1.404,0.936,2.341,1.404,0,0.936,0.936,0.936,0,0.936,0.468,0,1.404,9.374,8.287
netr.txt_18091,0.657,1.971,0.657,0,0,2.629,0.657,0.657,3.286,0.657,0.657,1.971,0.657,0.657,1.314,0.657,0,0.657,0,0,8.57,10.083
netr.txt_36201,0,0.913,0,0,0.913,0,0,2.74,1.827,2.74,0.913,0,0,0,0,4.567,3.654,3.654,0.913,3.654,5.866,6.125
netr.txt_33625,0.561,0,2.243,1.682,0.561,1.682,0,2.803,2.243,1.682,0.561,2.803,0,0,0.561,0.561,0.561,0.561,0,0,10.729,6.613
netr.txt_10639,1.421,0,1.895,0.474,0,0.948,0.474,0.948,0,1.895,0.474,0.474,1.895,0.948,2.843,1.421,1.421,0.948,0.474,0,7.582,9.865
netr.txt_117807,0.743,0,0.743,0.743,0.743,0.743,0,0.743,0.743,2.23,0.743,0.743,0.743,0.743,1.487,0.743,1.487,0.743,0.743,1.487,10.129,9.222
netr.txt_52115,0.394,0.394,1.182,1.182,0,0.394,0,0.788,2.759,3.153,0.788,0.788,0,0.788,1.182,1.577,0.788,1.577,0,0.788,7.647,10.21
netr.txt_85203,0.89,0.297,1.483,1.483,0.89,0.297,0.297,0.593,0.89,1.483,0.297,0.593,0.297,0,1.78,0.297,0.89,1.186,0,0.89,10.555,11.602
netr.txt_56947,2.813,0.703,0.703,0.703,2.813,0.703,1.406,1.406,0,4.219,1.406,0,3.516,1.406,0,2.11,1.406,1.406,0.703,0.703,5.919,5.212
netr.txt_39645,0.522,1.564,0,0.522,0,1.043,0.522,2.086,4.693,0,1.043,0.522,1.043,1.043,1.564,0.522,0,2.607,0,0,9.282,7.844
netr.txt_6349,3.047,0,0,1.219,0,1.219,0,3.657,2.438,1.219,1.828,0,1.219,0,1.828,3.047,0,1.219,0,0,6.747,8.176
netr.txt_16597,0.475,0.95,1.901,1.901,0,0.475,0,2.376,3.801,0.95,0.475,1.425,0.475,0,0.475,3.326,1.901,0.475,0,0.95,6.095,8.537
netr.txt_15263,1.553,0,0.388,1.942,0.777,1.942,0.388,0,1.165,0.777,1.553,0,1.165,0.777,2.33,1.942,0.777,0.777,0,0.388,8.398,9.348
netr.txt_55629,3.193,0,0,1.597,0.532,1.597,0,0.532,0,4.79,0.532,0,1.597,0.532,1.064,1.064,1.597,2.661,0.532,0,7.037,7.976
netr.txt_120103,2.207,0,1.765,1.765,0.441,1.324,0.441,2.207,0.441,1.765,0.441,0.441,0.883,0.883,0.441,0.441,0.441,1.324,0.441,0.883,10.046,7.374
netr.txt_81553,3.651,0,1.043,1.043,0.521,1.565,1.043,0,1.043,3.651,1.043,1.565,1.043,0,0.521,1.565,1.043,0.521,1.043,1.565,6.609,7.225
netr.txt_82275,0.81,0,0.405,1.216,0.405,0.81,0.405,1.216,0.405,2.836,0.81,2.431,0.405,1.216,2.026,1.216,1.216,1.216,0,0,7.467,9.892
netr.txt_48199,7.817,0,0,2.606,0,2.606,0,2.606,0,2.606,0,2.606,2.606,0,0,2.606,0,2.606,0,0,6.034,4.835
netr.txt_58257,2.058,0,1.029,0.514,3.087,2.572,0.514,1.543,0.514,3.087,1.029,0.514,0,0,1.029,1.543,2.058,2.572,0.514,1.029,6.75,5.978
netr.txt_113473,0.388,1.164,0.776,0.388,1.94,1.164,0.776,1.164,0.388,3.104,0.388,0.388,0,0.388,1.94,1.164,0,0.388,0.388,0,10.647,9.627
netr.txt_43825,0.393,0,0.786,3.145,0,0,0.393,1.966,2.359,1.966,0.393,1.18,0,0.786,0.393,1.18,0.786,0.393,0.393,1.573,9.902,8.395
netr.txt_82855,1.913,0,0.956,0,2.391,1.435,0,2.391,0.956,1.913,0.956,0.478,0,0.956,1.435,1.435,1.435,1.435,0.478,0.956,8.043,7.2
netr.txt_112123,3.282,0,0.547,1.641,1.641,0,0.547,0,2.188,1.641,0.547,0.547,0,1.641,1.094,2.735,0.547,0.547,0,0,9.854,7.409
netr.txt_19509,1.256,0.419,0.837,0.837,0.837,1.256,0,1.256,1.256,1.674,0.419,1.256,0,0.837,1.674,0.837,1.674,0.419,0,0.837,9.067,9.761
netr.txt_22151,0.779,0,1.558,2.337,0.779,0.779,1.558,1.558,2.337,3.895,0.779,2.337,0.779,0,0,0.779,1.558,0,0,0.779,6.502,7.94
netr.txt_93765,1.526,1.017,1.017,1.017,3.052,0.509,1.017,1.017,1.526,1.526,1.017,0.509,0.509,0.509,1.017,1.017,1.017,2.543,0,0.509,6.981,7.993
netr.txt_1351,1.174,0,0.587,0,0.587,0.587,0,2.348,4.697,2.936,0.587,1.174,0,0,0,2.348,4.697,4.11,0,0,6.108,6.253
netr.txt_98501,2.371,1.897,0,0.949,1.423,2.371,0.949,0,0.949,0,0.474,1.423,1.897,1.897,0.474,1.897,2.371,0.949,0.474,0.474,6.709,7.281
netr.txt_27791,0.537,0,1.074,1.074,0.537,0.537,0.537,3.224,3.224,1.612,1.612,1.074,0,1.074,0.537,1.074,0,0,0,1.074,10.454,7.133
netr.txt_21185,0.49,0.98,2.449,0.49,1.469,2.449,0.49,0,0.98,0.49,0.49,1.469,0.49,0.49,1.469,1.469,1.469,0,1.469,0.49,7.001,9.853
netr.txt_19409,3.814,1.272,1.272,1.272,1.272,1.272,0,1.272,0,5.086,2.543,5.086,2.543,0,0,1.272,1.272,1.272,0,0,5.664,4.355
netr.txt_13733,0,1.097,2.194,0.366,0,2.194,0.731,0,0,0.731,1.097,0,0,1.828,2.925,0.731,2.56,0.731,0,0.731,9.49,8.98
netr.txt_109261,4.073,0,1.358,0,8.147,1.358,0,1.358,1.358,7.468,0.679,0.679,0,0.679,1.358,1.358,0.679,0.679,0,0.679,4.682,4.755
netr.txt_83867,0,0,0,0,2.549,0.637,0,2.549,1.275,4.461,2.549,0.637,1.275,0,1.275,1.275,1.912,1.275,0,1.275,6.551,7.645
netr.txt_93689,2.687,0,0,2.687,0,0,0,8.061,2.687,5.374,5.374,2.687,0,2.687,0,5.374,5.374,0,0,0,3.182,2.815
netr.txt_12607,0.762,0,1.144,2.668,0.381,1.525,0.381,0.762,1.906,1.525,0.762,0.381,0,0.762,1.144,0.762,0.762,0.381,0.381,0.381,10.81,8.907
netr.txt_87513,1.039,1.039,3.119,3.119,0,2.079,0,0,5.198,1.039,0,0,4.158,3.119,0,2.079,3.119,1.039,0,0,6.503,3.678
netr.txt_36475,2.894,0,0.723,1.447,2.17,6.511,0,1.447,0,3.617,0.723,0,0,0,0,1.447,0.723,0,0.723,0,7.365,7.198
netr.txt_48297,2.18,0,1.635,1.09,1.635,2.18,0.545,1.635,0,2.725,0.545,0,1.09,1.635,0.545,1.635,1.635,1.635,0,1.09,7.184,6.672
netr.txt_90245,2.55,0.638,0,0.638,0,1.912,0.638,0,0,3.187,1.912,1.275,0.638,0,1.912,1.912,2.55,3.187,0,0.638,6.309,7.447
netr.txt_60279,1.091,0.727,0.727,0.727,0.364,2.183,1.455,0,1.819,1.091,0.727,0.364,0.727,0.364,1.819,0.364,1.091,1.091,0,0.364,8.726,10.625
netr.txt_98267,0,0,0.52,1.56,1.04,1.56,1.04,1.56,2.079,2.079,0.52,1.04,1.04,0.52,0.52,3.639,1.04,0,0,1.04,7.18,8.641
netr.txt_64121,0.983,0,0,2.949,0.983,2.458,0,0.491,0.983,2.458,0.983,0.491,0.491,1.966,0.491,0.491,2.949,1.966,0,0.983,7.273,7.516
netr.txt_36035,0.649,0,0.649,1.948,0,0.649,0.649,3.897,3.247,1.948,1.299,1.948,0,0,0,0,1.299,1.299,0,1.299,8.042,7.79
netr.txt_74315,0.566,0.566,0,1.133,0,0.566,0.566,2.831,1.133,5.097,1.699,1.133,1.133,1.699,1.133,1.133,1.699,1.133,0,0,6.841,7.163
netr.txt_113679,2.8,0.56,0.56,0.56,2.24,1.68,0.56,0.56,0,1.68,1.12,0,0,0.56,0.56,1.68,0.56,2.8,1.68,0.56,7.894,7.991
netr.txt_54473,0,0,0,0,0.822,2.465,0,0,0,2.465,0,0,0,0.822,1.643,0.822,0.822,0.822,0.822,0,11.902,15.747
netr.txt_25333,1.614,0,0,0,0.323,1.292,0.323,0,1.614,0.969,0.646,0.323,0.323,0.323,3.875,0.969,0.646,0.646,0,0.323,11.528,11.516
netr.txt_37443,1.765,2.207,0.441,2.207,1.765,3.972,0.441,0.441,0,0.883,0.441,1.324,0.441,0,1.324,1.765,1.324,0.883,0.441,0,8.215,6.614
netr.txt_27189,1.452,0,1.452,1.936,0.484,0.484,0,0.484,0.968,4.356,1.452,0,0.968,0,1.936,1.452,0.484,0.968,0,0.484,7.381,9.683
