#name,PAAC_1,PAAC_2,PAAC_3,PAAC_4,PAAC_5,PAAC_6,PAAC_7,PAAC_8,PAAC_9,PAAC_10,PAAC_11,PAAC_12,PAAC_13,PAAC_14,PAAC_15,PAAC_16,PAAC_17,PAAC_18,PAAC_19,PAAC_20,PAAC_21,PAAC_22
potr.txt_11629,0,2.177,0,0,0,2.177,0,0,0,0,0,0,0.544,0,3.265,0,0,0,1.633,0.544,13.253,16.869
potr.txt_5449,1.283,0,1.283,1.283,2.566,1.283,0,2.566,2.566,0,0,0,0,0,0,1.283,0,0,0,0,11.957,11.227
potr.txt_12057,0,0,0,0,4.652,0,0,4.652,0,4.652,0,0,13.955,0,0,0,0,0,0,4.652,5.122,4.055
potr.txt_3029,0,0,0,0,2.078,2.078,1.039,0,3.117,1.039,0,0,0,0,1.039,0,1.039,1.039,0,2.078,12.376,10.18
potr.txt_3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,0,0,0,5.713,0,13.755,18.338
potr.txt_2231,4.75,0,0,0,0,0,0,2.375,2.375,4.75,0,1.188,0,0,1.188,0,0,0,0,0,9.453,10.435
potr.txt_4063,5.057,0,0,5.057,0,5.057,0,0,0,0,0,5.057,0,0,0,5.057,0,0,0,0,7.872,4.811
potr.txt_5347,1.07,0,0,0,1.07,1.07,0,0,6.419,0,0,0,0,0,3.21,1.07,0,0,0,0,11.982,11.507
potr.txt_5215,0,0,0,1.126,2.252,0,0,0,2.252,1.126,0,1.126,0,0,2.252,1.126,0,0,0,2.252,9.715,14.387
potr.txt_169,0,9.143,1.143,0,2.286,2.286,2.286,2.286,2.286,0,1.143,0,1.143,0,1.143,1.143,2.286,0,0,0,5.898,5.016
potr.txt_7133,0,0,0,0,0,1.277,0,1.277,0,1.277,0,0,0,0,2.554,0,0,0,1.277,0,15.459,22.041
potr.txt_71,0,0,0,0,0,1.945,0,1.945,1.945,11.673,0,1.945,1.945,0,0,1.945,0,1.945,0,0,5.021,7.658
potr.txt_7221,3.427,1.142,0,0,0,2.285,2.285,0,2.285,5.712,0,2.285,0,0,0,0,0,1.142,1.142,0,7.331,7.768
potr.txt_6875,0.586,0,0,0,1.756,0,0,0,2.927,1.171,0,0,0,0,2.342,0.586,0,1.171,0,0,11.4,18.274
potr.txt_6773,1.613,0,0,0,2.42,0.807,0,2.42,4.033,2.42,0,0,0.807,0,0,0,0,0,0,0,10.786,11.808
potr.txt_1765,0.99,2.971,0.495,0,1.485,3.466,1.485,0.99,0.495,0,0,0.495,0.495,1.485,1.485,0.495,0.99,0,0,0.99,7.406,10.171
potr.txt_173,0,2.944,0,0,0.736,2.208,0,0,0,0.736,0,0,0,0,4.416,0,0,1.472,0,0.736,11.076,13.446
potr.txt_3225,6.517,0,0,0,0,0,0,0,6.517,0,0,0,0,0,0,0,0,0,0,0,9.95,14.924
potr.txt_1505,2.834,1.89,0,0,1.89,0.945,0,1.89,3.779,3.779,0.945,0.945,1.89,0,0,0,0.945,0.945,0,0,5.997,8.386
potr.txt_1483,0.621,3.728,0.621,1.243,0,2.485,0.621,1.243,3.106,1.243,0,0.621,0.621,0,0,1.864,1.243,0.621,0,2.485,7.878,6.729
potr.txt_8829,3.637,0,0,0,0,0.909,0.909,0.909,0.455,1.364,0,1.364,1.819,0,1.819,0,0.455,2.273,0,0.909,9.709,9.954
potr.txt_6661,0,3.509,0,0,0.877,3.509,0,0,0,0.877,0,0,0,0,3.509,0,0,1.755,0,0.877,12.61,9.433
potr.txt_3175,0,0,0,0,0,0,0,0,8.424,4.212,0,0,0,0,0,0,0,0,0,0,8.517,17.034
potr.txt_3079,0,0,0,0,0,0,0,0,1.782,0,0,0,2.673,0,4.456,0,0,0,2.673,0,13.045,14.444
potr.txt_2059,0.737,0,0,0,1.474,1.474,0,0,0,0.737,0.737,0,0,0,3.685,1.474,0,0,0,0.737,18.746,9.816
potr.txt_9691,0,0,0,0,0,2.047,1.023,2.047,3.07,2.047,0,0,0,0,1.023,0,0,0,1.023,0,12.402,13.778
potr.txt_6723,4.432,0,0.886,0.886,0,1.773,0,0.886,3.545,2.659,0,0,0,0,0,0,0,0,0,0,9.317,12.518
potr.txt_7323,0.889,0,0,1.778,0,1.778,0,0.889,0,0,0.889,0.889,1.778,0.889,0.889,1.778,0,1.778,1.778,1.778,9.254,9.359
potr.txt_6395,0.736,0,0.736,0,0,1.472,0,0,0,2.207,0,0,0,0,3.679,0,0,1.472,0.736,0.736,12.294,14.83
potr.txt_11561,0,0,0,0,0,0,0,0,0,0,0,0,5.123,0,15.369,0,0,0,0,0,6.429,9.643
potr.txt_3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.662,0,0,0,5.065,0,5.49,13.18
potr.txt_2205,7.062,0,0.543,0.543,0,1.63,0,1.087,3.26,0.543,0.543,0.543,0,0,0,1.087,0,0.543,0.543,0,8.916,9.544
potr.txt_9111,1.804,0,0.361,0.361,0.361,2.165,0,1.443,1.443,1.082,0,0.361,1.082,1.804,1.443,0.361,0.361,1.443,0.361,0,9.08,11.267
potr.txt_7301,2.833,0,0,0,1.417,2.833,1.417,4.25,1.417,4.25,1.417,1.417,1.417,0,0,2.833,0,1.417,0,0,4.672,7.086
potr.txt_8783,0.586,3.514,0,0,0,6.443,0.586,0,0.586,0.586,0,0.586,1.757,1.171,0.586,1.757,0,0,0.586,1.757,8.058,8.007
potr.txt_3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.294,0,0,0,3.318,0,9.8,17.637
potr.txt_7897,2.297,0,0,0.766,1.532,3.063,0.766,0.766,3.063,1.532,0,0,0,0,0,2.297,0.766,0.766,0,0,8.06,10.732
potr.txt_3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.078,0,0,0,4.719,0,7.387,19.692
potr.txt_501,3.647,2.431,0,0,3.647,0,0,0,3.647,7.294,0,0,1.216,0,0,1.216,0,1.216,0,0,5.767,7.514
potr.txt_6213,0,3.014,0,0,0,3.014,0,0,1.005,0,0,1.005,0,0,3.014,1.005,0,2.009,0,1.005,8.942,12.89
potr.txt_3159,0,0,0,0,0,0,0,0,0,0,0,0,0,8.104,16.209,0,0,0,0,0,4.427,8.854
potr.txt_10713,0,0,0,0,1.707,0,0,2.561,2.561,0.854,0,0,0,0.854,1.707,0,0,0.854,0,0,11.104,17.37
potr.txt_4443,0,3.176,0,0,0,0,0,3.176,6.351,0,3.176,0,0,0,0,6.351,6.351,3.176,0,0,4.901,4.597
potr.txt_3277,0,0,0,0,0,0,0,0,3.961,0,0,0,0,0,0,0,0,0,3.961,0,14.661,21.993
potr.txt_2177,0.673,4.04,0,0,0,2.02,1.347,0,4.04,0.673,1.347,2.02,0.673,1.347,1.347,0,2.02,0.673,0,0,7.288,7.424
potr.txt_11017,0.956,0.478,0,1.913,0.478,1.435,4.782,0,2.869,1.435,0,0,0,0.478,0.478,0.478,0.478,2.391,0,0,8.103,9.633
potr.txt_11085,0,0,0,0,1.059,1.059,0,0,5.293,4.235,0,0,0,0,0,0,2.117,1.059,1.059,0,11.7,9.082
potr.txt_10039,0,0,0,0,0.887,0,0,1.775,3.55,0,0.887,0.887,0,1.775,2.662,0,0,0,1.775,0,11.607,11.449
potr.txt_8377,3.796,0,0,0.759,0,4.556,0,0.759,3.037,3.796,0,0.759,0,0,0,0,0.759,1.518,0,0.759,7.84,8.226
potr.txt_11309,1.893,0.473,0.473,0,1.893,2.839,0,1.42,0.473,0,0,2.366,1.42,0.473,0.946,1.42,1.893,0.473,0,2.366,8.715,7.085
potr.txt_9873,2.103,0,0,0,0,10.516,0,4.206,0,10.516,0,0,2.103,0,0,2.103,0,4.206,0,0,3.463,4.571
potr.txt_8581,0.645,0,0.645,0.645,1.29,3.224,0,1.29,1.934,3.224,0,1.29,0,0,0.645,0,3.224,1.29,0,0,8.445,8.636
potr.txt_5497,2.198,0,0,0,0,1.099,0,0,3.298,3.298,0,1.099,0,0,0,1.099,0,1.099,1.099,0,9.457,13.465
potr.txt_9253,1.526,0,0,0,0.763,2.289,0,2.289,3.816,3.816,0,0,0.763,0,0,0.763,1.526,1.526,0.763,0,8.562,8.07
potr.txt_10173,0,0,0,0,0,0,0,8.017,8.017,0,0,0,0,0,0,0,0,0,0,0,20.594,0
potr.txt_1517,1.788,1.788,0,0,0.894,2.682,0,3.577,3.577,2.682,0.894,0,1.788,0,0,0,1.788,0,0,0,6.535,8.755
potr.txt_2087,4.643,0,0.663,0,0,1.99,0.663,0.663,2.653,3.317,0.663,0,0,0.663,0,0.663,1.99,1.327,0.663,0,6.799,9.213
potr.txt_2619,3.822,0,0,0,1.274,2.548,0,0,1.274,1.274,0,0,3.822,0,1.274,3.822,5.096,1.274,0,0,6.09,6.479
potr.txt_1963,2.739,0,0.913,0,1.826,2.739,3.652,0.913,0.913,1.826,0.913,0,0,0,0.913,0.913,0,0.913,0.913,0,7.656,8.76
potr.txt_11319,2.276,0,0,0,2.276,0,0,2.276,2.276,0,2.276,0,4.553,2.276,0,4.553,2.276,0,4.553,0,4.058,6.373
potr.txt_309,2.512,0,0.502,0.502,0,2.01,0,0.502,3.517,1.507,0,0,0.502,1.005,0,0,0.502,0.502,1.507,0,10.589,11.237
potr.txt_1005,2.389,1.194,0.597,0,1.194,2.389,0.597,0,1.194,1.791,0,1.791,0.597,0,1.194,1.791,2.389,2.986,0,0,6.172,8.634
potr.txt_3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.052,0,0,0,3.789,0,17.847,16.063
potr.txt_10675,2.521,0,1.26,0,0,1.26,2.521,0,2.521,0,0,0,0,0,2.521,1.26,0,0,0,1.26,10.813,10.946
potr.txt_2169,0,3.929,0,0,1.31,1.31,0,0,0,0,0,0,0,0,3.929,0,0,1.31,0,0,10.137,16.961
potr.txt_6245,1.006,0,0,1.006,1.006,0,0,1.006,4.026,1.006,0,0,1.006,0,1.006,1.006,0,3.019,0,0,11.066,10.73
potr.txt_9573,0,0,0,0,0.619,3.097,0,0.619,1.858,0.619,0,0.619,0,0.619,0.619,0.619,0.619,0,0.619,1.858,11.779,14.21
potr.txt_4795,6.063,3.031,0,0,0,0,0,0,3.031,1.516,0,0,0,0,1.516,0,0,0,1.516,0,8.955,10.879
potr.txt_7719,0.621,0,0.621,0,0,0,0,0.621,2.484,4.346,0.621,0,0,0.621,1.863,0,0.621,1.242,0,0,11.1,12.771
potr.txt_9661,0,0,0,0,0,0,0,0,6.488,6.488,0,0,0,0,0,0,0,0,0,0,7.803,17.167
potr.txt_1461,0,0,0,0,2.63,2.63,0,1.315,1.315,3.945,0,0,1.315,0,1.315,0,0,1.315,0,1.315,7.904,11.448
potr.txt_9491,2.632,0,1.316,0,1.316,1.316,0,3.949,2.632,1.316,1.316,0,0,0,0,1.316,0,1.316,0,0,8.061,9.895
potr.txt_4981,0,0,0,0,0,3.206,0,1.603,3.206,8.014,0,0,0,0,0,1.603,1.603,0,0,0,7.537,9.644
potr.txt_315,0,0,0.964,0,0,4.821,0,0.964,2.892,4.821,0,0,0.964,0,0,0,0,2.892,0,0,7.403,10.66
potr.txt_2679,0.721,0,0.721,0,0.721,1.443,0,1.443,1.443,0.721,0,0,0,0.721,2.164,0,0,0.721,0,0,12.543,16.512
potr.txt_9307,0,1.854,0,0,0,1.854,0,1.854,4.634,2.78,0,0,0,0.927,0,0.927,1.854,4.634,0,0,6.201,9.2
potr.txt_5755,1.233,0,0,0,0,1.233,0,2.466,4.932,2.466,1.233,1.233,0,0,0,0,0,1.233,1.233,0,9.554,9.615
potr.txt_7929,3.744,1.872,0,0,2.808,0,0,3.744,3.744,0.936,0,0,1.872,0,0,1.872,0,1.872,0,0,6.145,8.392
potr.txt_4309,0,0,0,0,0,0,0,0,0.934,1.867,0,0,0,0,2.801,0,0,0,2.801,0,15.934,19.24
potr.txt_7765,3.257,0,0,0,1.628,1.628,2.442,0,3.257,1.628,0,0,0,0,0,0.814,0.814,1.628,0,0.814,7.154,11.324
potr.txt_7035,0,0,0,0,0,0,0,0,2.184,0,0,0,0,0,3.275,0,0,0,4.367,0,13.421,17.915
potr.txt_2135,3.509,0,0.702,0.702,0.702,2.106,0,0.702,2.808,1.404,0.702,0.702,0,0,0,0.702,0.702,1.404,0.702,0,8.694,10.167
potr.txt_2125,0.435,2.608,0.435,0.435,1.304,2.174,0.869,0,0.435,0,0,1.304,0.435,0,3.043,0.435,0,0,0.869,0.869,11.425,9.649
potr.txt_11161,0,4.486,0,0,1.495,1.495,0,1.495,0,0,0,0,0,0,2.99,0,1.495,0,0,0,11.16,13.028
potr.txt_10925,5.566,0,0,1.113,2.227,2.227,2.227,1.113,1.113,2.227,0,0,1.113,0,0,0,0,5.566,0,0,5.557,7.611
potr.txt_1011,0,0,0,0,1.617,1.617,0,0,0,1.617,0,0,0,3.235,3.235,3.235,0,1.617,0,0,8.909,11.515
potr.txt_3239,17.202,0,0,0,0,0,0,0,5.734,0,0,0,0,0,0,0,0,0,0,0,5.68,8.52
potr.txt_10929,2.417,0,0.604,0.604,0.604,3.626,0,2.417,3.022,1.209,0,1.209,0,0,0,1.209,0.604,1.209,0,0,8.181,9.474
potr.txt_4515,0,0,0,0,1.343,1.343,0,1.343,4.029,5.372,0,0,0,0,0,0,0,0,0,0,9.229,15.002
potr.txt_4823,0,0,0,0,0,0,0,0,6.22,6.22,0,0,1.244,0,0,0,0,0,0,0,8.047,15.786
potr.txt_3095,0,0,0,0,1.392,0.696,0,2.783,1.392,1.392,0.696,0.696,0,0,1.392,0.696,0.696,1.392,0,0,10.708,13.861
potr.txt_10891,2.309,1.54,0.77,0,0,3.849,0,1.54,3.849,4.619,0,1.54,0,0,0,0,1.54,1.54,0,0,7.079,7.01
potr.txt_7453,3.216,0,0,0,0,3.216,0,0.804,3.216,3.216,0.804,0.804,0,0,0,0,0,0,0.804,0,9.353,11.181
potr.txt_4599,0.981,0,0,0,0,0.981,0,0,0,0,0,0,0.981,0,3.924,0,0,0,2.943,0,14.957,16.418
potr.txt_3097,1.247,0,0,0,0.416,1.663,0,1.247,3.326,0,0.416,0,0,0.416,2.494,0.416,0.831,0,0,0.416,11.247,13.875
potr.txt_12041,1.581,0,0,0,0,3.162,0,0,3.162,0,0,0,0,0.79,3.162,1.581,0.79,0.79,0,0,16.771,5.131
potr.txt_2355,0,6.129,2.452,0,1.226,0,0,2.452,0,0,0,1.226,0,1.226,0,6.129,3.678,3.678,1.226,0,4.703,5.808
potr.txt_5897,1.131,0,0,0,0,0,0,2.262,5.656,4.525,0,1.131,0,0,0,0,0,0,0,0,10.342,11.988
potr.txt_2011,4.538,0,0,0,1.512,3.025,0,1.512,1.512,7.563,0,0,0,1.512,0,1.512,1.512,1.512,0,0,6.099,6.331
potr.txt_8295,4.768,0,0,0,1.907,0,3.814,0,3.814,6.675,0,0,0,0,0,0,0,0,0,0,6.978,8.694
potr.txt_2309,1.706,0,0,0,0,1.706,0,3.411,1.706,3.411,0,1.706,3.411,0,0,1.706,0,5.116,0,1.706,6.387,6.12
potr.txt_3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.549,0,0,0,17.746,0,6.851,8.568
potr.txt_11711,2.233,0,0,0,0,3.349,0,3.349,1.117,4.466,0,0,1.117,2.233,2.233,1.117,2.233,2.233,1.117,0,5.044,6.781
potr.txt_8609,1.444,0,1.444,2.887,0,0,2.165,0,0.722,2.165,0,0,1.444,1.444,2.165,2.165,1.444,2.165,0,0,6.763,8.376
potr.txt_10923,0.66,0.66,0.99,0.66,0.99,2.971,0.33,1.981,2.641,0.66,0.33,0,0,0,0.33,0,0.66,1.321,0,0,10.237,11.439
potr.txt_2097,0.904,3.617,0.452,0.904,0.904,3.165,0,0.452,2.261,1.356,0,0.452,0.904,0.904,0.904,1.809,0.452,0.452,0,0.452,7.48,8.716
potr.txt_2759,0,2.142,0,0,0,2.142,0,2.142,3.214,0,0,1.071,2.142,1.071,2.142,1.071,1.071,1.071,0,1.071,5.963,10.225
potr.txt_2625,5.295,1.765,0,0,0,1.765,0,3.53,0,3.53,0,0,0,3.53,0,0,0,3.53,1.765,0,5.923,7.11
potr.txt_7585,0,2.448,0,0,0,7.343,0,0,2.448,7.343,0,0,0,0,0,2.448,0,3.672,0,0,5.044,7.395
potr.txt_6481,0,0,0,0,0,0,0,0,6.382,3.191,0,0,2.127,0,0,0,0,3.191,0,2.127,15.411,4.028
potr.txt_5245,1.339,0,0,2.679,0,0,0,4.018,4.018,0,0,0,0,0,0,0,0,2.679,0,1.339,11,9.546
potr.txt_5823,0,0,0,0,1.992,0,0,0.664,1.328,1.328,0,0,0,0,3.319,0,0,0,0,0.664,12.649,20.034
potr.txt_9725,1.199,0,0,0,0,1.199,1.199,3.598,3.598,1.199,0,1.199,0,0,0,0,0,0,1.199,0,9.63,13.144
potr.txt_6831,3.05,0,0,0,3.05,3.05,1.525,6.1,1.525,3.05,0,0,3.05,0,0,3.05,0,0,0,0,6.21,5.267
potr.txt_10325,0,0,0,0,0,10.401,6.241,0,0,0,0,0,0,2.08,0,2.08,0,4.161,0,0,7.231,5.646
potr.txt_11485,0,2.652,0,0,0,1.326,0,0,0,0.663,0,0,0,0.663,3.978,0,0.663,0.663,1.326,0,13.615,13.205
potr.txt_1485,0,0,0,0,2.354,2.354,3.139,2.354,1.57,0.785,0,0,0,0,0.785,0,2.354,2.354,0,0,7.726,10.608
potr.txt_2207,2.014,1.342,0.671,0,0.671,2.014,0,1.342,2.685,2.685,0,0.671,0,0,0.671,0.671,4.698,2.685,0,0,7.055,7.226
potr.txt_245,0,0,0,1.378,0.919,2.296,0,1.378,3.674,1.837,0,0.459,0.919,1.378,0.459,0,0,0.459,0,0,8.823,12.893
potr.txt_9919,0.453,2.719,0,0,0,2.266,0,1.36,1.36,0.453,0.453,0.906,0.906,1.813,3.172,1.36,0.453,1.36,0,0,8.147,9.222
potr.txt_10355,1.329,0,0,0,0,2.658,0,1.329,3.988,5.317,1.329,0,0,0,0,0,0,2.658,0,0,7.967,9.809
potr.txt_8185,2.185,0,0,0,1.457,1.457,2.185,0,2.913,0.728,0,0,0,0,0,4.37,0.728,0.728,0.728,0.728,7.463,10.711
potr.txt_665,2.141,0,0,0.535,0,3.747,1.071,2.677,3.747,0.535,0,0.535,0.535,0.535,0.535,0.535,0.535,2.141,0,0.535,7.731,8.468
potr.txt_5133,0.941,0,0,0,0.941,0,0,1.882,1.882,0.941,0,0,0,0.941,2.823,0,0,0.941,0,0,13.368,14.702
potr.txt_593,1.083,0,0.542,0,0,2.708,0.542,1.625,2.167,1.625,0,0,0,0,2.708,0,0,0.542,0.542,0,9.846,13.381
potr.txt_4045,0,0,0,0,8.13,0,0,2.032,0,2.032,0,0,0,0,2.032,0,0,0,0,0,10.674,12.341
potr.txt_5095,2.921,0,0,0,0.974,0,0,0.974,1.948,0.974,0,0,0,0.974,2.921,0,0,0,0,0,13.214,14.08
potr.txt_10657,0,0,0,0,0,0,0,0,3.452,0,0,0,0,0,1.381,0,0,0,4.142,0,11.86,21.677
potr.txt_5407,2.21,0,1.105,1.105,2.21,0,0,3.314,2.21,1.105,0,0,0,0,0,1.105,0,0,0,0,9.242,13.576
potr.txt_6707,0,0,0.845,0.845,1.69,0,0,0.845,4.225,1.69,0,0.845,0,0.845,0.845,0.845,0,0.845,0,0,9.861,12.952
potr.txt_10121,0,0,0,0,0.907,0,0,1.813,0.907,0,0,0,0.907,0,2.72,0,0.907,2.72,0.907,0,12.313,14.788
potr.txt_7639,3.895,0,0,0,0,1.298,0,1.298,1.948,0.649,0,0,0,0,1.948,0.649,0,0,0.649,0.649,10.371,14.588
potr.txt_3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,8.4,0,18.079,7.535
potr.txt_11871,1.478,3.941,0,0,0,3.448,0,0,0,0.985,0,0.493,0,2.463,1.97,2.463,0.493,0,0.493,0.985,8.47,8.731
potr.txt_2327,0.916,0,0,0,0.916,1.832,0,1.832,3.664,2.748,0,0.916,0,0,0,1.832,0.916,1.832,0,0,8.653,10.362
potr.txt_6445,0.944,0,0,0,0,0.944,0,1.887,4.718,3.775,0,0,0,0,0,1.887,0,0,0.944,0,8.384,13.409
potr.txt_4303,0,0,0,6.142,0,0,0,0,0,0,0,0,3.071,3.071,0,0,0,3.071,0,6.142,9.148,6.114
potr.txt_7279,2.39,0,0.797,0,1.593,1.593,0,0,3.984,2.39,0,0,0,0,0,0,0.797,1.593,0,0,10.452,11.289
potr.txt_5551,0,0,0,0,0,0,0.803,4.818,1.606,0.803,0,0,0,0,2.409,0,0,0,0,0,11.09,18.805
potr.txt_5115,0,0,0.979,0,0.979,0,0,1.959,2.938,0.979,0,0,0,0.979,1.959,0,0,0.979,0,0,11.603,15.561
potr.txt_5205,0,0,0,0,0.824,0,0,1.649,0,0.824,0,0,0,0,4.122,0,0,2.473,0,0,15.018,16.157
potr.txt_5123,0.934,0,0.934,0,0,0,0,1.867,1.867,0.934,0,0,0,0.934,2.801,0,0,0.934,0,0,12.258,15.996
potr.txt_1239,1.92,0,0,0,1.92,0,0.96,1.92,3.84,1.92,0.96,0.96,0.96,0,0.96,0,0.96,0,0,0,9.132,10.017
potr.txt_6823,0.882,0,0,0,0.882,0.882,0.882,0.882,3.53,0.882,0,0,0.882,0,0.882,1.765,0,1.765,0,0,9.845,13.329
